order_id,node_id,order_type,quantity,goods
0,1,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}]"
1,1,1,3,"[{""goods_type"": 3, ""weight"": 3}]"
2,2,0,5,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 3, ""weight"": 3}]"
3,3,0,10,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 8}, {""goods_type"": 2, ""weight"": 1}]"
4,3,1,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 3}]"
5,4,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
6,5,0,5,"[{""goods_type"": 2, ""weight"": 4}, {""goods_type"": 4, ""weight"": 1}]"
7,5,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
8,6,0,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
9,6,0,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
10,7,0,10,"[{""goods_type"": 1, ""weight"": 9}, {""goods_type"": 1, ""weight"": 1}]"
11,7,1,5,"[{""goods_type"": 4, ""weight"": 5}]"
12,8,0,4,"[{""goods_type"": 2, ""weight"": 4}]"
13,8,0,5,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}]"
14,8,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
15,9,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 3, ""weight"": 2}]"
16,9,1,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
17,10,0,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
18,11,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
19,11,1,1,"[{""goods_type"": 4, ""weight"": 1}]"
20,11,1,2,"[{""goods_type"": 2, ""weight"": 2}]"
21,12,0,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
22,13,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
23,13,0,5,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}]"
24,13,1,5,"[{""goods_type"": 4, ""weight"": 5}]"
25,14,0,5,"[{""goods_type"": 2, ""weight"": 4}, {""goods_type"": 2, ""weight"": 1}]"
26,14,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 3}]"
27,16,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
28,16,0,4,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}]"
29,17,0,10,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 2, ""weight"": 8}]"
30,17,1,5,"[{""goods_type"": 3, ""weight"": 4}, {""goods_type"": 3, ""weight"": 1}]"
31,18,0,10,"[{""goods_type"": 2, ""weight"": 4}, {""goods_type"": 4, ""weight"": 5}, {""goods_type"": 2, ""weight"": 1}]"
32,19,0,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
33,19,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
34,20,0,5,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 3}]"
35,21,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
36,21,0,2,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
37,21,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
