id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,service_time,tw_open,tw_close
0,DEPOT.0,0,0,0,504746.8764841258,4793693.119147341,True,0,,
1,DEPOT.1,0,0,0,497262.6806760043,4785855.857504345,True,0,,
2,DEPOT.2,0,0,0,494294.7671377993,4796509.920245839,True,0,,
3,C.1,1,5,0,504650.5138502361,4794061.661313062,False,10,499.0,894.0
4,C.2,1,15,3,504763.70748648985,4794818.88330517,False,14,663.0,843.0
5,C.3,1,5,3,503652.7397098324,4796195.880282424,False,5,690.0,1122.0
6,C.4,1,10,0,502593.4947947113,4796074.4152941955,False,10,719.0,1131.0
7,C.5,1,15,3,503409.9242451393,4796085.228648034,False,5,518.0,937.0
8,C.6,1,5,3,503243.23147775524,4793771.284298631,False,10,658.0,856.0
9,C.7,1,5,0,503850.18914455094,4794873.603579125,False,7,491.0,925.0
10,C.8,1,10,0,505258.4250865519,4794681.827397943,False,12,686.0,1122.0
11,C.9,1,15,3,502372.291846203,4795667.714610729,False,10,702.0,1004.0
12,C.10,1,5,0,504119.60002738086,4795560.289587579,False,15,662.0,1092.0
13,C.11,1,15,3,502670.4180253786,4795344.012796892,False,5,685.0,882.0
14,C.12,1,5,0,503058.4436986127,4798116.380746504,False,9,490.0,1126.0
15,C.13,1,20,0,504616.9889031342,4794808.532703827,False,12,633.0,1080.0
16,C.14,1,20,0,502518.56593596115,4794668.112296718,False,7,521.0,867.0
17,C.15,1,10,0,504827.59314764355,4793769.400395596,False,10,634.0,1082.0
18,C.16,1,10,3,502323.90266405034,4793312.083208885,False,9,490.0,947.0
19,C.17,1,10,0,504746.8764841258,4793693.119147341,False,10,517.0,949.0
20,C.18,1,10,3,502087.06247650576,4794295.081689468,False,14,577.0,914.0
21,C.19,1,5,5,503205.1247848921,4796729.587713325,False,5,650.0,829.0
22,C.20,1,5,3,506222.2932597555,4795204.496685234,False,11,498.0,1119.0
23,C.21,1,5,3,505996.7556437203,4795389.4968003435,False,13,671.0,1126.0
24,C.22,1,10,0,503451.4704169794,4795041.972030157,False,6,613.0,913.0
25,C.23,1,5,0,504414.4527032359,4795595.861191626,False,14,653.0,1126.0
26,C.24,1,10,3,505391.38162266184,4796839.9865766615,False,9,595.0,916.0
27,C.25,1,20,0,504764.05540930456,4792764.7829964785,False,14,709.0,1024.0
28,C.26,1,5,3,503618.3429042542,4796619.504778703,False,8,592.0,888.0
29,C.27,1,10,0,503048.1376231564,4792139.453856958,False,10,649.0,1092.0
30,C.28,1,10,3,504988.2237715495,4795191.343253827,False,10,699.0,1066.0
31,C.29,1,15,5,505303.3439703374,4797787.788825694,False,15,544.0,800.0
32,C.30,1,15,5,506005.34220127325,4795974.289527438,False,6,578.0,869.0
33,C.31,1,15,3,501921.8006918563,4795605.170722385,False,6,711.0,1075.0
34,C.32,1,20,3,502442.75025415875,4797559.835160163,False,8,551.0,891.0
35,C.33,1,5,3,505340.8083225765,4794313.824522398,False,5,666.0,1080.0
36,C.34,1,15,3,502084.66334389977,4795678.260906958,False,13,531.0,856.0
37,C.35,1,10,0,505432.7599458943,4795851.240516969,False,11,597.0,956.0
38,C.36,1,5,0,503688.58099281753,4794530.617438927,False,11,654.0,1122.0
39,C.37,1,20,0,503321.403416796,4794636.567784605,False,7,599.0,927.0
40,C.38,1,5,10,504193.01431552577,4794504.964680132,False,15,486.0,880.0
41,C.39,1,10,0,502332.0578573174,4795262.27796881,False,7,490.0,1025.0
42,C.40,1,5,3,504935.31779671804,4795813.529926926,False,5,582.0,896.0
43,C.41,1,10,3,505974.06439723365,4795305.376327498,False,7,540.0,871.0
44,C.42,1,10,3,504991.1914589771,4796008.854180916,False,7,547.0,807.0
45,C.43,1,10,3,503650.689568935,4792794.523256832,False,8,632.0,804.0
46,C.44,1,10,0,502100.8571506815,4794895.598603508,False,8,619.0,837.0
47,C.45,1,5,3,502146.9950525565,4793929.3968275795,False,7,633.0,1076.0
48,C.46,1,15,5,502350.9280373128,4795519.5670152195,False,14,581.0,913.0
49,C.47,1,5,0,503931.76606746524,4795501.800914407,False,12,589.0,1110.0
50,C.48,1,10,0,504082.58007592714,4795018.753462051,False,12,619.0,1028.0
51,C.49,1,15,3,504988.6322128892,4795769.834812638,False,5,650.0,817.0
52,C.50,1,15,5,501791.2652162203,4796354.875261917,False,11,530.0,854.0
