order_id,node_id,order_type,quantity,goods
0,1,0,10,"[{""goods_type"": 1, ""weight"": 10}]"
1,1,1,5,"[{""goods_type"": 1, ""weight"": 5}]"
2,2,0,4,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}]"
3,2,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 4}]"
4,2,0,1,"[{""goods_type"": 3, ""weight"": 1}]"
5,3,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}]"
6,3,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
7,4,0,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}]"
8,5,0,10,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 1, ""weight"": 7}]"
9,5,1,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
10,6,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
11,6,0,9,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 2, ""weight"": 5}, {""goods_type"": 2, ""weight"": 1}]"
12,7,0,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
13,7,1,3,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
14,8,0,2,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
15,8,0,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
16,8,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
17,9,0,10,"[{""goods_type"": 1, ""weight"": 4}, {""goods_type"": 2, ""weight"": 3}, {""goods_type"": 3, ""weight"": 3}]"
18,9,1,4,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}]"
19,9,1,1,"[{""goods_type"": 1, ""weight"": 1}]"
20,10,0,10,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 3, ""weight"": 5}, {""goods_type"": 3, ""weight"": 3}]"
21,11,0,4,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}]"
22,11,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
23,11,1,3,"[{""goods_type"": 3, ""weight"": 3}]"
24,12,0,5,"[{""goods_type"": 2, ""weight"": 4}, {""goods_type"": 3, ""weight"": 1}]"
25,13,0,10,"[{""goods_type"": 1, ""weight"": 4}, {""goods_type"": 3, ""weight"": 3}, {""goods_type"": 2, ""weight"": 3}]"
26,13,1,5,"[{""goods_type"": 2, ""weight"": 5}]"
27,14,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 2}]"
28,14,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
29,14,0,2,"[{""goods_type"": 3, ""weight"": 2}]"
30,15,0,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
31,15,1,3,"[{""goods_type"": 2, ""weight"": 3}]"
32,16,0,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
33,17,0,10,"[{""goods_type"": 4, ""weight"": 9}, {""goods_type"": 3, ""weight"": 1}]"
34,17,1,5,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 3}, {""goods_type"": 4, ""weight"": 1}]"
35,18,0,10,"[{""goods_type"": 4, ""weight"": 8}, {""goods_type"": 2, ""weight"": 2}]"
36,19,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
37,19,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
38,20,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}]"
39,21,0,8,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 5}]"
40,21,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
41,21,1,5,"[{""goods_type"": 1, ""weight"": 5}]"
42,22,0,10,"[{""goods_type"": 1, ""weight"": 7}, {""goods_type"": 2, ""weight"": 3}]"
