id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,tmp_oid,role,service_time,tw_open,tw_close
0,DEPOT.0,0,0,0,503998.0,4791707.0,True,,,0,0.0,1439.0
1,DEPOT.1,0,0,0,494399.0,4793788.0,True,,,0,0.0,1439.0
2,DEPOT.2,0,0,0,498167.0,4787117.0,True,,,0,0.0,1439.0
3,DEPOT.3,0,0,0,500333.0,4797896.0,True,,,0,0.0,1439.0
4,P.3,8,0,10,506360.0,4790438.0,False,3.0,P,11,692.0,1131.0
5,P.22,1,0,10,500277.0,4793327.0,False,22.0,P,8,590.0,1010.0
6,P.18,8,0,10,505089.0,4790292.0,False,18.0,P,15,600.0,1020.0
7,D.28,4,10,0,495617.0,4792600.0,False,28.0,D,12,730.0,831.0
8,D.26,5,5,0,501164.0,4797910.0,False,26.0,D,9,633.0,875.0
9,D.35,5,15,0,500013.0,4797383.0,False,35.0,D,11,565.0,1001.0
10,P.2,4,0,10,496209.0,4793224.0,False,2.0,P,14,503.0,1010.0
11,P.7,7,0,10,497931.0,4787426.0,False,7.0,P,7,596.0,1016.0
12,P.27,8,0,10,506490.0,4789488.0,False,27.0,P,11,502.0,922.0
13,D.36,7,5,0,501014.0,4787874.0,False,36.0,D,15,751.0,950.0
14,D.5,3,10,0,497059.0,4794946.0,False,5.0,D,15,575.0,808.0
15,D.16,6,5,0,502459.0,4790936.0,False,16.0,D,12,514.0,815.0
16,D.0,3,15,0,496106.0,4794950.0,False,0.0,D,9,567.0,792.0
17,P.34,2,0,15,498526.0,4795774.0,False,34.0,P,8,519.0,939.0
18,P.5,1,0,10,501039.0,4793705.0,False,5.0,P,12,494.0,1106.0
19,P.19,3,0,10,496704.0,4795411.0,False,19.0,P,12,524.0,966.0
20,P.9,7,0,10,500345.0,4787131.0,False,9.0,P,7,544.0,1022.0
21,D.9,6,10,0,503350.0,4791977.0,False,9.0,D,10,646.0,865.0
22,P.13,3,0,5,496478.0,4794738.0,False,13.0,P,9,550.0,1063.0
23,P.33,8,0,10,505127.0,4789903.0,False,33.0,P,6,425.0,845.0
24,P.4,8,0,10,505034.0,4789160.0,False,4.0,P,12,529.0,949.0
25,D.13,2,5,0,499115.0,4795417.0,False,13.0,D,10,604.0,824.0
26,D.17,4,15,0,494886.0,4792830.0,False,17.0,D,6,677.0,841.0
27,P.30,5,0,10,500068.0,4796818.0,False,30.0,P,9,493.0,913.0
28,P.28,1,0,10,500408.0,4793723.0,False,28.0,P,5,643.0,1063.0
29,D.8,7,10,0,500889.0,4788353.0,False,8.0,D,14,616.0,807.0
30,P.10,7,0,10,500523.0,4787850.0,False,10.0,P,10,467.0,887.0
31,P.29,2,0,5,498015.0,4795931.0,False,29.0,P,13,403.0,823.0
32,D.25,1,10,0,500982.0,4794214.0,False,25.0,D,5,615.0,1119.0
33,D.27,7,10,0,499415.0,4786662.0,False,27.0,D,15,642.0,1065.0
34,D.30,6,10,0,502201.0,4791449.0,False,30.0,D,15,642.0,1110.0
35,P.26,4,0,5,495477.0,4792337.0,False,26.0,P,14,487.0,907.0
36,D.7,6,10,0,502667.0,4792691.0,False,7.0,D,7,721.0,1127.0
37,P.23,1,0,10,500394.0,4794227.0,False,23.0,P,11,484.0,1010.0
38,P.11,3,0,10,496767.0,4795050.0,False,11.0,P,8,549.0,969.0
39,D.3,6,10,0,502946.0,4792171.0,False,3.0,D,13,766.0,1004.0
40,P.20,8,0,10,505611.0,4790028.0,False,20.0,P,7,520.0,1062.0
41,P.21,3,0,10,497553.0,4794221.0,False,21.0,P,9,480.0,900.0
42,D.34,2,15,0,498130.0,4795490.0,False,34.0,D,7,535.0,895.0
43,P.36,5,0,5,500928.0,4796790.0,False,36.0,P,11,592.0,1012.0
44,D.31,7,5,0,500293.0,4787645.0,False,31.0,D,9,619.0,1038.0
45,P.25,6,0,10,503197.0,4791554.0,False,25.0,P,13,491.0,1138.0
46,D.22,2,10,0,498673.0,4795376.0,False,22.0,D,11,641.0,977.0
47,P.37,2,0,5,498175.0,4796298.0,False,37.0,P,6,496.0,916.0
48,D.18,6,10,0,501721.0,4791088.0,False,18.0,D,8,672.0,1097.0
49,P.31,8,0,5,504608.0,4790038.0,False,31.0,P,13,524.0,944.0
50,P.1,2,0,5,498739.0,4795896.0,False,1.0,P,6,541.0,1004.0
51,D.14,3,5,0,497425.0,4794772.0,False,14.0,D,14,666.0,1086.0
52,D.24,1,15,0,500731.0,4793130.0,False,24.0,D,13,522.0,1013.0
53,D.20,4,10,0,496473.0,4792856.0,False,20.0,D,14,686.0,951.0
54,D.37,5,5,0,500545.0,4797095.0,False,37.0,D,9,543.0,931.0
55,P.32,8,0,10,505654.0,4788900.0,False,32.0,P,6,583.0,1094.0
56,D.29,6,5,0,504151.0,4791353.0,False,29.0,D,8,543.0,939.0
57,D.21,1,10,0,500792.0,4793934.0,False,21.0,D,11,543.0,875.0
58,D.1,3,5,0,497038.0,4794342.0,False,1.0,D,12,585.0,1012.0
59,D.23,8,10,0,504431.0,4789573.0,False,23.0,D,7,597.0,959.0
60,P.14,7,0,5,499153.0,4787027.0,False,14.0,P,5,472.0,892.0
61,D.33,2,10,0,498272.0,4795868.0,False,33.0,D,8,582.0,1097.0
62,P.16,4,0,5,496661.0,4791462.0,False,16.0,P,6,411.0,831.0
63,P.12,4,0,5,494831.0,4793468.0,False,12.0,P,12,627.0,1047.0
64,D.12,5,5,0,501359.0,4797029.0,False,12.0,D,8,762.0,1074.0
65,D.10,8,10,0,506515.0,4788877.0,False,10.0,D,6,578.0,892.0
66,P.24,2,0,15,498881.0,4795695.0,False,24.0,P,10,460.0,880.0
67,P.8,5,0,10,501098.0,4796398.0,False,8.0,P,10,472.0,892.0
68,P.15,1,0,15,499817.0,4793518.0,False,15.0,P,14,440.0,860.0
69,D.2,4,10,0,496257.0,4792579.0,False,2.0,D,8,546.0,966.0
70,D.11,7,10,0,499084.0,4786766.0,False,11.0,D,10,700.0,892.0
71,D.4,4,10,0,495318.0,4793183.0,False,4.0,D,6,716.0,781.0
72,D.6,6,10,0,503929.0,4790770.0,False,6.0,D,14,626.0,909.0
73,D.32,1,10,0,500241.0,4792956.0,False,32.0,D,6,701.0,999.0
74,D.19,3,10,0,496882.0,4794721.0,False,19.0,D,14,547.0,833.0
75,P.6,5,0,10,501836.0,4796229.0,False,6.0,P,8,521.0,1122.0
76,P.17,2,0,15,498516.0,4796163.0,False,17.0,P,12,583.0,1003.0
77,D.15,5,15,0,500723.0,4795954.0,False,15.0,D,11,584.0,1004.0
78,P.0,1,0,15,500136.0,4793842.0,False,0.0,P,13,485.0,905.0
79,P.35,3,0,15,497331.0,4794585.0,False,35.0,P,12,489.0,909.0
