order_id,node_id,order_type,quantity,goods
0,1,0,10,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 9}]"
1,2,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
2,2,1,3,"[{""goods_type"": 1, ""weight"": 3}]"
3,3,0,5,"[{""goods_type"": 3, ""weight"": 4}, {""goods_type"": 4, ""weight"": 1}]"
4,4,0,10,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}, {""goods_type"": 2, ""weight"": 7}]"
5,4,1,5,"[{""goods_type"": 3, ""weight"": 5}]"
6,5,0,10,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 8}]"
7,6,0,2,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
8,6,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
9,6,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
10,7,0,10,"[{""goods_type"": 2, ""weight"": 7}, {""goods_type"": 2, ""weight"": 3}]"
11,7,1,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}]"
12,8,0,3,"[{""goods_type"": 3, ""weight"": 3}]"
13,8,0,7,"[{""goods_type"": 4, ""weight"": 5}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
14,10,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
15,10,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
16,10,0,2,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
17,11,0,10,"[{""goods_type"": 1, ""weight"": 10}]"
18,12,0,5,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 3}]"
19,12,1,3,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}]"
20,13,0,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
21,13,0,2,"[{""goods_type"": 3, ""weight"": 2}]"
22,13,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
23,14,0,10,"[{""goods_type"": 2, ""weight"": 8}, {""goods_type"": 4, ""weight"": 2}]"
24,14,1,4,"[{""goods_type"": 1, ""weight"": 4}]"
25,14,1,1,"[{""goods_type"": 3, ""weight"": 1}]"
26,15,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
27,16,0,5,"[{""goods_type"": 3, ""weight"": 4}, {""goods_type"": 3, ""weight"": 1}]"
28,17,0,6,"[{""goods_type"": 2, ""weight"": 6}]"
29,17,0,4,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 3}]"
30,17,1,5,"[{""goods_type"": 1, ""weight"": 4}, {""goods_type"": 1, ""weight"": 1}]"
31,18,0,8,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 4, ""weight"": 5}]"
32,18,0,2,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
33,19,0,5,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
34,19,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
35,20,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
36,20,0,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
37,20,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
38,21,0,10,"[{""goods_type"": 1, ""weight"": 9}, {""goods_type"": 3, ""weight"": 1}]"
39,22,0,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
40,22,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
41,23,0,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
42,24,0,10,"[{""goods_type"": 1, ""weight"": 10}]"
43,24,1,5,"[{""goods_type"": 2, ""weight"": 5}]"
44,25,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
45,25,0,2,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
46,25,0,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 1, ""weight"": 2}]"
47,26,0,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 4}]"
48,27,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
49,27,1,1,"[{""goods_type"": 2, ""weight"": 1}]"
50,27,1,4,"[{""goods_type"": 1, ""weight"": 4}]"
51,28,0,7,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 2, ""weight"": 5}]"
52,28,0,3,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
53,29,0,5,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
54,29,1,3,"[{""goods_type"": 4, ""weight"": 3}]"
55,30,0,2,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
56,30,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}]"
57,31,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
58,31,0,9,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 6}, {""goods_type"": 4, ""weight"": 1}]"
59,32,0,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
60,32,1,3,"[{""goods_type"": 3, ""weight"": 3}]"
61,33,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
62,33,0,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
63,33,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
64,35,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
65,36,0,5,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
66,37,0,10,"[{""goods_type"": 2, ""weight"": 6}, {""goods_type"": 3, ""weight"": 4}]"
67,37,1,5,"[{""goods_type"": 3, ""weight"": 5}]"
68,39,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
69,39,1,3,"[{""goods_type"": 2, ""weight"": 3}]"
70,40,0,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}]"
