id,addr,cluster,x,y,is_depot,service_time,tw_open,tw_close
0,0,0,499090.0,4792870.0,False,8,402.0,822.0
1,1.1,1,500241.0,4792956.0,False,10,520.0,940.0
2,1.2,1,500731.0,4793130.0,False,14,647.0,1067.0
3,1.3,1,500277.0,4793327.0,False,11,371.0,791.0
4,1.4,1,499817.0,4793518.0,False,13,496.0,939.0
5,1.5,1,500136.0,4793842.0,False,7,436.0,856.0
6,1.6,1,500408.0,4793723.0,False,11,543.0,963.0
7,1.7,1,500792.0,4793934.0,False,14,545.0,1051.0
8,1.8,1,501039.0,4793705.0,False,13,398.0,818.0
9,1.9,1,500982.0,4794214.0,False,14,546.0,966.0
10,1.10,1,500394.0,4794227.0,False,14,387.0,807.0
11,2.1,2,499115.0,4795417.0,False,8,634.0,1087.0
12,2.2,2,498881.0,4795695.0,False,6,416.0,836.0
13,2.3,2,498673.0,4795376.0,False,5,538.0,958.0
14,2.4,2,498739.0,4795896.0,False,15,410.0,830.0
15,2.5,2,498526.0,4795774.0,False,14,419.0,839.0
16,2.6,2,498130.0,4795490.0,False,10,461.0,881.0
17,2.7,2,498516.0,4796163.0,False,10,495.0,915.0
18,2.8,2,498272.0,4795868.0,False,5,543.0,1038.0
19,2.9,2,498175.0,4796298.0,True,0,0.0,1439.0
20,2.10,2,498015.0,4795931.0,False,6,616.0,1036.0
21,3.1,3,497553.0,4794221.0,False,13,403.0,823.0
22,3.2,3,497425.0,4794772.0,False,14,598.0,1018.0
23,3.3,3,497331.0,4794585.0,False,12,615.0,1035.0
24,3.4,3,497038.0,4794342.0,False,7,598.0,1018.0
25,3.5,3,497059.0,4794946.0,False,9,509.0,1104.0
26,3.6,3,496882.0,4794721.0,False,9,706.0,1126.0
27,3.7,3,496767.0,4795050.0,False,9,607.0,1027.0
28,3.8,3,496478.0,4794738.0,False,15,487.0,969.0
29,3.9,3,496704.0,4795411.0,False,6,449.0,869.0
30,3.10,3,496106.0,4794950.0,False,5,435.0,855.0
31,4.1,4,496661.0,4791462.0,False,6,505.0,1088.0
32,4.2,4,496209.0,4793224.0,False,6,370.0,790.0
33,4.3,4,496473.0,4792856.0,False,8,462.0,882.0
34,4.4,4,496257.0,4792579.0,False,8,416.0,836.0
35,4.5,4,494399.0,4793788.0,False,7,418.0,838.0
36,4.6,4,494831.0,4793468.0,False,12,550.0,1121.0
37,4.7,4,495318.0,4793183.0,False,9,616.0,1114.0
38,4.8,4,495617.0,4792600.0,False,5,488.0,908.0
39,4.9,4,495477.0,4792337.0,False,7,562.0,1014.0
40,4.10,4,494886.0,4792830.0,False,6,540.0,960.0
41,5.1,5,501836.0,4796229.0,False,6,495.0,915.0
42,5.2,5,501098.0,4796398.0,False,10,425.0,845.0
43,5.3,5,500723.0,4795954.0,False,11,450.0,870.0
44,5.4,5,501359.0,4797029.0,False,10,511.0,1010.0
45,5.5,5,500928.0,4796790.0,False,12,390.0,810.0
46,5.6,5,501164.0,4797910.0,False,14,508.0,1078.0
47,5.7,5,500545.0,4797095.0,False,8,563.0,1097.0
48,5.8,5,500068.0,4796818.0,False,14,572.0,1121.0
49,5.9,5,500333.0,4797896.0,False,7,619.0,1039.0
50,5.10,5,500013.0,4797383.0,False,9,551.0,997.0
51,6.1,6,501721.0,4791088.0,False,8,479.0,899.0
52,6.2,6,502201.0,4791449.0,False,5,502.0,922.0
53,6.3,6,502459.0,4790936.0,False,9,545.0,965.0
54,6.4,6,502667.0,4792691.0,False,8,582.0,1060.0
55,6.5,6,502946.0,4792171.0,False,8,476.0,896.0
56,6.6,6,503197.0,4791554.0,False,10,631.0,1095.0
57,6.7,6,503350.0,4791977.0,False,5,456.0,876.0
58,6.8,6,503929.0,4790770.0,False,5,458.0,878.0
59,6.9,6,503998.0,4791707.0,False,13,529.0,949.0
60,6.10,6,504151.0,4791353.0,False,10,577.0,997.0
61,7.1,7,500889.0,4788353.0,False,14,541.0,961.0
62,7.2,7,501014.0,4787874.0,False,8,372.0,792.0
63,7.3,7,500523.0,4787850.0,False,7,470.0,890.0
64,7.4,7,500293.0,4787645.0,False,10,380.0,800.0
65,7.5,7,500345.0,4787131.0,False,6,495.0,1054.0
66,7.6,7,499153.0,4787027.0,False,13,632.0,1105.0
67,7.7,7,499084.0,4786766.0,False,13,481.0,901.0
68,7.8,7,499415.0,4786662.0,False,11,397.0,817.0
69,7.9,7,497931.0,4787426.0,True,0,0.0,1439.0
70,7.10,7,498167.0,4787117.0,False,5,538.0,1062.0
71,8.1,8,506360.0,4790438.0,False,12,582.0,1002.0
72,8.2,8,506490.0,4789488.0,False,15,460.0,880.0
73,8.3,8,506515.0,4788877.0,True,0,0.0,1439.0
74,8.4,8,505611.0,4790028.0,False,15,619.0,1039.0
75,8.5,8,505654.0,4788900.0,False,13,505.0,1046.0
76,8.6,8,505089.0,4790292.0,False,14,385.0,805.0
77,8.7,8,505127.0,4789903.0,False,15,471.0,891.0
78,8.8,8,505034.0,4789160.0,False,6,482.0,1065.0
79,8.9,8,504608.0,4790038.0,False,12,432.0,852.0
80,8.10,8,504431.0,4789573.0,False,6,506.0,988.0
