order_id,node_id,order_type,quantity,goods
0,1,0,10,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 2, ""weight"": 5}]"
1,1,1,5,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
2,2,0,6,"[{""goods_type"": 1, ""weight"": 6}]"
3,2,0,4,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 2}]"
4,3,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 3}]"
5,3,1,2,"[{""goods_type"": 4, ""weight"": 2}]"
6,3,1,1,"[{""goods_type"": 2, ""weight"": 1}]"
7,4,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 4}]"
8,5,0,10,"[{""goods_type"": 4, ""weight"": 5}, {""goods_type"": 2, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
9,5,1,5,"[{""goods_type"": 1, ""weight"": 4}, {""goods_type"": 3, ""weight"": 1}]"
10,6,0,9,"[{""goods_type"": 2, ""weight"": 4}, {""goods_type"": 2, ""weight"": 5}]"
11,6,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
12,7,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
13,7,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
14,8,0,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
15,9,0,2,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
16,9,0,8,"[{""goods_type"": 1, ""weight"": 8}]"
17,9,1,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 4, ""weight"": 1}]"
18,10,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 3}]"
19,10,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
20,10,0,4,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
21,11,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
22,11,1,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
23,12,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
24,13,0,10,"[{""goods_type"": 3, ""weight"": 10}]"
25,13,1,5,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}]"
26,14,0,10,"[{""goods_type"": 3, ""weight"": 4}, {""goods_type"": 2, ""weight"": 6}]"
27,15,0,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 3}]"
28,15,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
29,16,0,4,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 3, ""weight"": 2}]"
30,16,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
31,17,0,10,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}, {""goods_type"": 3, ""weight"": 5}]"
32,17,1,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
33,18,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
34,20,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}]"
35,21,0,10,"[{""goods_type"": 1, ""weight"": 9}, {""goods_type"": 3, ""weight"": 1}]"
36,21,1,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}]"
37,22,0,3,"[{""goods_type"": 3, ""weight"": 3}]"
38,22,0,1,"[{""goods_type"": 3, ""weight"": 1}]"
39,22,0,6,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 4, ""weight"": 3}]"
40,23,0,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}]"
41,23,1,3,"[{""goods_type"": 2, ""weight"": 3}]"
42,24,0,5,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
43,25,0,10,"[{""goods_type"": 3, ""weight"": 4}, {""goods_type"": 3, ""weight"": 5}, {""goods_type"": 4, ""weight"": 1}]"
44,25,1,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
45,26,0,10,"[{""goods_type"": 1, ""weight"": 6}, {""goods_type"": 2, ""weight"": 4}]"
46,27,0,5,"[{""goods_type"": 3, ""weight"": 4}, {""goods_type"": 2, ""weight"": 1}]"
47,27,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
48,28,0,4,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 1, ""weight"": 1}]"
49,28,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
50,29,0,10,"[{""goods_type"": 2, ""weight"": 4}, {""goods_type"": 4, ""weight"": 6}]"
51,29,1,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 3}]"
52,30,0,3,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
53,30,0,7,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 2, ""weight"": 4}]"
