order_id,node_id,order_type,quantity,goods
0,1,0,10,"[{""goods_type"": 3, ""weight"": 10}]"
1,1,1,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}]"
2,2,0,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 3}]"
3,2,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
4,2,0,3,"[{""goods_type"": 4, ""weight"": 3}]"
5,3,0,5,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 4, ""weight"": 3}]"
6,3,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
7,4,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
8,4,0,4,"[{""goods_type"": 2, ""weight"": 4}]"
9,5,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
10,5,1,4,"[{""goods_type"": 3, ""weight"": 4}]"
11,5,1,1,"[{""goods_type"": 3, ""weight"": 1}]"
12,6,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
13,7,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
14,7,1,3,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
15,8,0,5,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
16,9,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
17,9,1,5,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}]"
18,10,0,6,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 1}]"
19,10,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}]"
20,10,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
21,11,0,7,"[{""goods_type"": 2, ""weight"": 4}, {""goods_type"": 1, ""weight"": 3}]"
22,11,0,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
23,11,1,5,"[{""goods_type"": 2, ""weight"": 5}]"
24,12,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
25,13,0,5,"[{""goods_type"": 3, ""weight"": 5}]"
26,13,1,3,"[{""goods_type"": 2, ""weight"": 3}]"
27,14,0,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
28,14,0,3,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}]"
29,15,0,10,"[{""goods_type"": 3, ""weight"": 10}]"
30,15,1,5,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}]"
31,16,0,1,"[{""goods_type"": 2, ""weight"": 1}]"
32,16,0,9,"[{""goods_type"": 2, ""weight"": 4}, {""goods_type"": 4, ""weight"": 5}]"
33,17,0,5,"[{""goods_type"": 1, ""weight"": 5}]"
34,17,1,3,"[{""goods_type"": 4, ""weight"": 3}]"
35,18,0,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 3}]"
36,19,0,10,"[{""goods_type"": 4, ""weight"": 8}, {""goods_type"": 2, ""weight"": 2}]"
37,19,1,5,"[{""goods_type"": 3, ""weight"": 5}]"
38,21,0,10,"[{""goods_type"": 1, ""weight"": 6}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}]"
39,21,1,5,"[{""goods_type"": 4, ""weight"": 5}]"
40,22,0,10,"[{""goods_type"": 4, ""weight"": 5}, {""goods_type"": 3, ""weight"": 5}]"
41,23,0,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
42,23,1,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
43,23,1,1,"[{""goods_type"": 3, ""weight"": 1}]"
44,24,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
45,24,0,4,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}]"
46,25,0,10,"[{""goods_type"": 1, ""weight"": 6}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 3}]"
47,25,1,5,"[{""goods_type"": 2, ""weight"": 5}]"
48,26,0,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
49,26,0,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}]"
50,27,0,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
