id,addr,cluster,x,y,is_depot,service_time,tw_open,tw_close
0,0,0,499090.0,4792870.0,False,11,627.0,1047.0
1,1.1,1,500241.0,4792956.0,False,14,365.0,785.0
2,1.2,1,500731.0,4793130.0,False,14,494.0,914.0
3,1.3,1,500277.0,4793327.0,False,14,543.0,1032.0
4,1.4,1,499817.0,4793518.0,False,9,446.0,866.0
5,1.5,1,500136.0,4793842.0,False,5,583.0,1017.0
6,1.6,1,500408.0,4793723.0,False,6,456.0,876.0
7,1.7,1,500792.0,4793934.0,False,12,470.0,890.0
8,1.8,1,501039.0,4793705.0,False,6,439.0,859.0
9,1.9,1,500982.0,4794214.0,False,9,512.0,1002.0
10,1.10,1,500394.0,4794227.0,False,12,444.0,864.0
11,3.1,3,497553.0,4794221.0,False,12,433.0,853.0
12,3.2,3,497425.0,4794772.0,False,15,501.0,921.0
13,3.3,3,497331.0,4794585.0,False,14,470.0,890.0
14,3.4,3,497038.0,4794342.0,False,13,555.0,1032.0
15,3.5,3,497059.0,4794946.0,False,7,369.0,789.0
16,3.6,3,496882.0,4794721.0,False,7,527.0,947.0
17,3.7,3,496767.0,4795050.0,False,12,541.0,1074.0
18,3.8,3,496478.0,4794738.0,False,9,371.0,791.0
19,3.9,3,496704.0,4795411.0,False,14,668.0,1088.0
20,3.10,3,496106.0,4794950.0,True,0,0.0,1439.0
21,5.1,5,501836.0,4796229.0,False,13,513.0,1074.0
22,5.2,5,501098.0,4796398.0,False,15,444.0,864.0
23,5.3,5,500723.0,4795954.0,False,11,467.0,887.0
24,5.4,5,501359.0,4797029.0,False,10,594.0,1107.0
25,5.5,5,500928.0,4796790.0,False,5,609.0,1060.0
26,5.6,5,501164.0,4797910.0,False,11,484.0,998.0
27,5.7,5,500545.0,4797095.0,False,5,457.0,877.0
28,5.8,5,500068.0,4796818.0,False,10,398.0,818.0
29,5.9,5,500333.0,4797896.0,False,14,458.0,878.0
30,5.10,5,500013.0,4797383.0,False,6,654.0,1074.0
31,7.1,7,500889.0,4788353.0,False,9,492.0,928.0
32,7.2,7,501014.0,4787874.0,False,9,456.0,876.0
33,7.3,7,500523.0,4787850.0,False,15,537.0,957.0
34,7.4,7,500293.0,4787645.0,False,7,376.0,796.0
35,7.5,7,500345.0,4787131.0,False,11,387.0,807.0
36,7.6,7,499153.0,4787027.0,False,5,650.0,1070.0
37,7.7,7,499084.0,4786766.0,False,11,701.0,1132.0
38,7.8,7,499415.0,4786662.0,False,8,580.0,1000.0
39,7.9,7,497931.0,4787426.0,False,12,531.0,951.0
40,7.10,7,498167.0,4787117.0,True,0,0.0,1439.0
41,9.1,9,504476.0,4795786.0,False,5,510.0,930.0
42,9.2,9,504483.0,4795356.0,False,13,420.0,840.0
43,9.3,9,504358.0,4795037.0,False,8,461.0,881.0
44,9.4,9,503906.0,4794468.0,False,14,553.0,973.0
45,9.5,9,504058.0,4795238.0,False,5,513.0,1033.0
46,9.6,9,503669.0,4794849.0,True,0,0.0,1439.0
47,9.7,9,503846.0,4795755.0,False,6,500.0,1076.0
48,9.8,9,503693.0,4795481.0,False,8,511.0,1081.0
49,9.9,9,503540.0,4795033.0,False,7,582.0,1002.0
50,9.10,9,503436.0,4794572.0,False,6,549.0,1026.0
