id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,service_time,tw_open,tw_close
0,0,0,0,0,499090.0,4792870.0,True,0,,
1,2.1,1,9,0,499115.0,4795417.0,False,10,664.0,1074.0
2,2.2,1,0,8,498881.0,4795695.0,False,7,597.0,942.0
3,2.3,1,18,0,498673.0,4795376.0,False,6,694.0,1127.0
4,2.4,1,17,0,498739.0,4795896.0,False,14,661.0,967.0
5,2.5,1,0,28,498526.0,4795774.0,False,14,483.0,902.0
6,2.6,1,0,0,498130.0,4795490.0,False,12,514.0,957.0
7,2.7,1,17,0,498516.0,4796163.0,False,15,710.0,906.0
8,2.8,1,17,0,498272.0,4795868.0,False,8,606.0,1158.0
9,2.9,1,8,0,498175.0,4796298.0,False,12,526.0,1074.0
10,2.10,1,8,0,498015.0,4795931.0,False,12,562.0,1131.0
11,4.1,3,8,0,496661.0,4791462.0,False,14,486.0,1073.0
12,4.2,3,0,0,496209.0,4793224.0,False,7,671.0,1066.0
13,4.3,3,0,46,496473.0,4792856.0,False,7,595.0,832.0
14,4.4,3,17,0,496257.0,4792579.0,False,15,690.0,998.0
15,4.5,3,8,0,494399.0,4793788.0,False,7,526.0,832.0
16,4.6,3,8,0,494831.0,4793468.0,False,9,588.0,1083.0
17,4.7,3,0,46,495318.0,4793183.0,False,12,600.0,1160.0
18,4.8,3,0,9,495617.0,4792600.0,False,14,581.0,1004.0
19,4.9,3,0,28,495477.0,4792337.0,False,10,596.0,815.0
20,4.10,3,0,9,494886.0,4792830.0,False,15,594.0,923.0
21,6.1,5,0,28,501721.0,4791088.0,False,8,513.0,1050.0
22,6.2,5,0,0,502201.0,4791449.0,False,6,715.0,931.0
23,6.3,5,17,0,502459.0,4790936.0,False,10,666.0,782.0
24,6.4,5,17,0,502667.0,4792691.0,False,5,589.0,1167.0
25,6.5,5,8,0,502946.0,4792171.0,False,11,511.0,1114.0
26,6.6,5,8,0,503197.0,4791554.0,False,15,693.0,801.0
27,6.7,5,0,46,503350.0,4791977.0,False,9,487.0,907.0
28,6.8,5,17,0,503929.0,4790770.0,False,14,565.0,996.0
29,6.9,5,8,0,503998.0,4791707.0,False,12,527.0,1037.0
30,6.10,5,8,0,504151.0,4791353.0,False,14,508.0,835.0
31,8.1,7,8,0,506360.0,4790438.0,False,14,525.0,952.0
32,8.2,7,8,0,506490.0,4789488.0,False,6,608.0,864.0
33,8.3,7,0,0,506515.0,4788877.0,True,0,,
34,8.4,7,17,0,505611.0,4790028.0,False,9,689.0,887.0
35,8.5,7,8,0,505654.0,4788900.0,False,9,532.0,896.0
36,8.6,7,0,0,505089.0,4790292.0,False,7,708.0,814.0
37,8.7,7,0,46,505127.0,4789903.0,False,7,584.0,1111.0
38,8.8,7,17,0,505034.0,4789160.0,False,5,593.0,1124.0
39,8.9,7,8,0,504608.0,4790038.0,False,15,672.0,1011.0
40,8.10,7,8,0,504431.0,4789573.0,False,13,633.0,991.0
41,10.1,9,0,28,499663.0,4790455.0,False,15,508.0,1161.0
42,10.2,9,8,0,499588.0,4790334.0,False,7,515.0,944.0
43,10.3,9,17,0,499229.0,4790323.0,False,7,612.0,881.0
44,10.4,9,17,0,498971.0,4790157.0,False,8,524.0,802.0
45,10.5,9,8,0,498973.0,4790007.0,False,10,608.0,1056.0
46,10.6,9,0,0,498602.0,4790280.0,False,6,701.0,1061.0
47,10.7,9,0,0,498564.0,4790018.0,True,0,,
48,10.8,9,0,0,498475.0,4789858.0,False,12,651.0,1090.0
49,10.9,9,0,28,498346.0,4790124.0,False,7,682.0,975.0
50,10.10,9,8,0,498127.0,4790145.0,False,5,580.0,1044.0
