id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,tmp_oid,role,service_time,tw_open,tw_close
0,DEPOT.0,0,0,0,500068.0,4796818.0,True,,,0,0.0,1439.0
1,DEPOT.1,0,0,0,506515.0,4788877.0,True,,,0,0.0,1439.0
2,DEPOT.2,0,0,0,499084.0,4786766.0,True,,,0,0.0,1439.0
3,DEPOT.3,0,0,0,494399.0,4793788.0,True,,,0,0.0,1439.0
4,D.0,1,10,0,500277.0,4793327.0,False,0.0,D,11,692.0,1131.0
5,D.31,4,10,0,496473.0,4792856.0,False,31.0,D,8,590.0,1010.0
6,D.23,10,15,0,499663.0,4790455.0,False,23.0,D,15,600.0,1020.0
7,P.28,7,0,20,499415.0,4786662.0,False,28.0,P,12,411.0,831.0
8,P.16,7,0,10,500523.0,4787850.0,False,16.0,P,9,455.0,875.0
9,D.15,10,5,0,498602.0,4790280.0,False,15.0,D,11,634.0,1001.0
10,P.23,7,0,15,500889.0,4788353.0,False,23.0,P,14,503.0,1010.0
11,P.19,4,0,5,494831.0,4793468.0,False,19.0,P,7,596.0,1016.0
12,D.33,3,10,0,496767.0,4795050.0,False,33.0,D,11,644.0,922.0
13,D.9,9,10,0,504058.0,4795238.0,False,9.0,D,15,530.0,950.0
14,D.29,1,10,0,500136.0,4793842.0,False,29.0,D,15,664.0,808.0
15,P.20,10,0,15,499588.0,4790334.0,False,20.0,P,12,395.0,815.0
16,P.32,1,0,10,500792.0,4793934.0,False,32.0,P,9,372.0,792.0
17,D.18,4,5,0,496661.0,4791462.0,False,18.0,D,8,759.0,939.0
18,D.24,9,10,0,504476.0,4795786.0,False,24.0,D,12,561.0,1106.0
19,D.11,5,5,0,500545.0,4797095.0,False,11.0,D,12,605.0,966.0
20,P.2,1,0,5,499817.0,4793518.0,False,2.0,P,7,544.0,1022.0
21,D.8,2,10,0,498673.0,4795376.0,False,8.0,D,10,714.0,865.0
22,P.12,7,0,5,501014.0,4787874.0,False,12.0,P,9,550.0,1063.0
23,P.9,8,0,10,506360.0,4790438.0,False,9.0,P,6,425.0,845.0
24,D.27,9,10,0,503693.0,4795481.0,False,27.0,D,12,654.0,949.0
25,D.7,2,15,0,499115.0,4795417.0,False,7.0,D,10,678.0,824.0
26,P.17,3,0,10,497425.0,4794772.0,False,17.0,P,6,421.0,841.0
27,D.22,3,5,0,497038.0,4794342.0,False,22.0,D,9,694.0,913.0
28,D.4,2,10,0,498130.0,4795490.0,False,4.0,D,5,643.0,1063.0
29,P.5,10,0,10,498971.0,4790157.0,False,5.0,P,14,387.0,807.0
30,P.21,9,0,5,503846.0,4795755.0,False,21.0,P,10,467.0,887.0
31,D.3,1,5,0,500241.0,4792956.0,False,3.0,D,13,698.0,823.0
32,P.8,9,0,10,504358.0,4795037.0,False,8.0,P,5,615.0,1119.0
33,P.18,6,0,5,502667.0,4792691.0,False,18.0,P,15,642.0,1065.0
34,D.34,10,5,0,498973.0,4790007.0,False,34.0,D,15,642.0,1110.0
35,D.13,9,15,0,504483.0,4795356.0,False,13.0,D,14,606.0,907.0
36,P.27,5,0,10,501098.0,4796398.0,False,27.0,P,7,602.0,1127.0
37,P.26,9,0,15,503906.0,4794468.0,False,26.0,P,11,484.0,1010.0
38,D.26,8,15,0,505089.0,4790292.0,False,26.0,D,8,567.0,969.0
39,D.36,5,10,0,501164.0,4797910.0,False,36.0,D,13,611.0,1004.0
40,P.33,6,0,10,502459.0,4790936.0,False,33.0,P,7,520.0,1062.0
41,P.10,2,0,10,498881.0,4795695.0,False,10.0,P,9,480.0,900.0
42,P.37,1,0,5,500731.0,4793130.0,False,37.0,P,7,475.0,895.0
43,P.29,9,0,10,503669.0,4794849.0,False,29.0,P,11,592.0,1012.0
44,D.35,8,10,0,505611.0,4790028.0,False,35.0,D,9,666.0,1038.0
45,D.5,3,10,0,497059.0,4794946.0,False,5.0,D,13,491.0,1138.0
46,P.0,6,0,10,501721.0,4791088.0,False,0.0,P,11,557.0,977.0
47,P.11,4,0,5,496257.0,4792579.0,False,11.0,P,6,496.0,916.0
48,P.7,8,0,15,505034.0,4789160.0,False,7.0,P,8,527.0,1097.0
49,D.16,6,10,0,502946.0,4792171.0,False,16.0,D,13,546.0,944.0
50,P.13,5,0,15,501359.0,4797029.0,False,13.0,P,6,541.0,1004.0
51,P.3,1,0,5,501039.0,4793705.0,False,3.0,P,14,666.0,1086.0
52,P.25,4,0,10,495617.0,4792600.0,False,25.0,P,13,516.0,1013.0
53,D.20,7,15,0,500345.0,4787131.0,False,20.0,D,14,531.0,951.0
