id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,service_time,tw_open,tw_close
0,DEPOT.0,0,0,0,496041.6367216093,4797308.419651383,True,0,,
1,DEPOT.1,0,0,0,500418.33556063776,4783640.447172467,True,0,,
2,DEPOT.2,0,0,0,507112.3103079447,4793508.254314845,True,0,,
3,C.1,1,10,3,496638.80945366155,4792769.758799992,False,13,545.0,1006.0
4,C.2,1,5,0,497649.1427002106,4795666.282012256,False,13,543.0,1126.0
5,C.3,1,5,5,498525.4639645701,4793774.353737673,False,15,487.0,1009.0
6,C.4,1,5,10,496150.9298189962,4794601.861115643,False,10,693.0,957.0
7,C.5,1,15,0,497391.7931197737,4795718.037004245,False,5,504.0,1124.0
8,C.6,1,5,0,496771.1872521731,4795130.473824237,False,10,673.0,835.0
9,C.7,1,5,0,497676.0309230487,4794651.535969336,False,9,680.0,857.0
10,C.8,1,5,3,498745.6492320892,4794082.54194505,False,8,680.0,1049.0
11,C.9,1,5,0,496645.90611508035,4791293.72746367,False,10,684.0,985.0
12,C.10,2,10,0,504784.48497890745,4795843.190065263,False,10,677.0,1060.0
13,C.11,2,5,0,503642.9579609291,4796099.237900817,False,10,573.0,1007.0
14,C.12,2,5,3,505762.50353402685,4795903.326218339,False,6,686.0,1018.0
15,C.13,2,10,0,504424.13363595423,4794758.311383324,False,11,658.0,1067.0
16,C.14,2,5,0,503297.1495529582,4796469.93716883,False,8,660.0,861.0
17,C.15,2,10,3,505226.7441060512,4795008.187212273,False,13,494.0,1113.0
18,C.16,2,10,3,505327.85528714984,4794474.66716527,False,14,657.0,1029.0
19,C.17,2,5,5,503683.661822777,4794492.294439224,False,6,678.0,972.0
20,C.18,2,10,0,505378.8738386879,4797485.486069771,False,9,601.0,885.0
21,C.19,2,5,3,503280.13033353677,4794267.119886289,False,8,554.0,968.0
22,C.20,2,10,3,504138.0773232895,4796707.462272112,False,13,583.0,1055.0
23,C.21,3,10,0,498318.8399650278,4788782.600165442,False,8,517.0,853.0
24,C.22,3,5,3,500266.88653408905,4787280.39278418,False,12,647.0,789.0
25,C.23,3,10,0,500037.90014178905,4788409.20574179,False,12,673.0,902.0
26,C.24,3,15,5,501626.8722556715,4786941.835921523,False,10,594.0,995.0
27,C.25,3,20,0,498896.1177257978,4787501.464212113,False,10,719.0,1069.0
28,C.26,3,10,3,498564.60293844756,4787211.954468835,False,15,518.0,819.0
29,C.27,3,10,0,499541.58754598367,4786990.367097571,False,12,681.0,972.0
30,C.28,3,5,10,501679.1621950886,4787816.2630961025,False,14,587.0,906.0
31,C.29,3,5,0,498620.4098240675,4785935.285411625,False,13,496.0,1068.0
32,C.30,3,10,10,496575.30004135496,4787083.203003081,False,9,614.0,850.0
33,C.31,3,5,5,499753.12140484795,4787762.47536698,False,15,597.0,916.0
34,C.32,3,15,0,500820.8275015532,4789590.820849554,False,5,711.0,923.0
35,C.33,3,5,5,498464.8328808322,4785984.058941624,False,5,518.0,1133.0
36,C.34,3,5,10,500698.91860802396,4788009.7636692785,False,6,675.0,1078.0
37,C.35,3,5,0,498438.3068179851,4788141.278531713,False,14,514.0,1124.0
38,C.36,3,15,0,499505.52975717,4785133.03752318,False,14,530.0,1048.0
39,C.37,3,10,3,500584.6187783433,4787877.738417291,False,9,526.0,918.0
40,C.38,3,10,0,498256.4415179139,4788441.4420947805,False,8,515.0,831.0
41,C.39,3,5,0,499899.2159978091,4788091.483215258,False,5,543.0,796.0
42,C.40,3,15,0,501139.3682135507,4787284.387294153,False,8,574.0,944.0
43,C.41,3,5,0,500250.1209190536,4787784.988043827,False,8,696.0,792.0
44,C.42,3,15,0,498816.6487308911,4787588.913636698,False,14,584.0,969.0
45,C.43,3,10,0,501503.86202326015,4785357.751194022,False,8,492.0,1119.0
46,C.44,3,5,5,500471.471014307,4787617.084389705,False,5,625.0,1132.0
47,C.45,3,10,3,497448.86240009085,4786944.615512822,False,13,628.0,1131.0
48,C.46,3,10,0,500718.4923376811,4786539.313394802,False,7,591.0,1043.0
49,C.47,3,5,3,498995.75089709926,4790367.063944303,False,8,544.0,1091.0
50,C.48,3,15,3,499917.276257171,4788888.238863543,False,9,707.0,1000.0
51,C.49,3,10,10,500891.00480515196,4786004.893527622,False,11,487.0,883.0
52,C.50,3,5,0,499021.87449840223,4787801.063435879,False,10,527.0,1118.0
53,C.51,3,5,0,497706.68886314984,4789134.730330677,False,9,564.0,977.0
