id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,tmp_oid,role,service_time,tw_open,tw_close
0,DEPOT.0,0,0,0,504483.0,4795356.0,True,,,0,0.0,1439.0
1,DEPOT.1,0,0,0,494399.0,4793788.0,True,,,0,0.0,1439.0
2,DEPOT.2,0,0,0,500345.0,4787131.0,True,,,0,0.0,1439.0
3,DEPOT.3,0,0,0,506515.0,4788877.0,True,,,0,0.0,1439.0
4,D.14,6,5,0,502459.0,4790936.0,False,14.0,D,11,539.0,987.0
5,D.11,8,10,0,505654.0,4788900.0,False,11.0,D,8,493.0,1016.0
6,D.18,1,5,0,500136.0,4793842.0,False,18.0,D,15,488.0,1117.0
7,D.1,10,5,0,499588.0,4790334.0,False,1.0,D,12,508.0,832.0
8,D.0,7,10,0,500523.0,4787850.0,False,0.0,D,9,662.0,1059.0
9,P.19,1,0,5,500277.0,4793327.0,False,19.0,P,11,576.0,996.0
10,P.15,5,0,5,500928.0,4796790.0,False,15.0,P,14,563.0,1031.0
11,P.12,2,0,10,499115.0,4795417.0,False,12.0,P,7,547.0,967.0
12,P.22,4,0,5,496209.0,4793224.0,False,22.0,P,11,400.0,820.0
13,P.8,5,0,10,500723.0,4795954.0,False,8.0,P,15,516.0,936.0
14,D.9,4,10,0,496661.0,4791462.0,False,9.0,D,15,521.0,794.0
15,D.17,7,5,0,500293.0,4787645.0,False,17.0,D,12,685.0,1080.0
16,D.10,1,10,0,499817.0,4793518.0,False,10.0,D,9,536.0,844.0
17,P.16,9,0,5,504476.0,4795786.0,False,16.0,P,8,654.0,1124.0
18,P.0,2,0,10,498526.0,4795774.0,False,0.0,P,12,514.0,1106.0
19,P.9,9,0,10,504358.0,4795037.0,False,9.0,P,12,368.0,788.0
20,D.21,5,5,0,501098.0,4796398.0,False,21.0,D,7,626.0,1123.0
21,P.1,10,0,5,498971.0,4790157.0,False,1.0,P,10,488.0,908.0
22,D.22,2,5,0,498739.0,4795896.0,False,22.0,D,9,495.0,915.0
23,P.5,7,0,10,500889.0,4788353.0,False,5.0,P,6,422.0,842.0
24,D.4,3,20,0,497553.0,4794221.0,False,4.0,D,12,523.0,918.0
25,D.6,10,15,0,499663.0,4790455.0,False,6.0,D,10,511.0,860.0
26,P.17,5,0,5,501359.0,4797029.0,False,17.0,P,6,522.0,942.0
27,D.2,3,10,0,497059.0,4794946.0,False,2.0,D,9,541.0,1068.0
28,D.12,3,10,0,497425.0,4794772.0,False,12.0,D,5,585.0,1040.0
29,P.10,2,0,10,498881.0,4795695.0,False,10.0,P,14,483.0,1010.0
30,P.18,1,0,5,500241.0,4792956.0,False,18.0,P,10,400.0,820.0
31,D.7,8,5,0,505611.0,4790028.0,False,7.0,D,13,808.0,1228.0
32,P.20,5,0,5,501836.0,4796229.0,False,20.0,P,5,494.0,914.0
33,D.8,3,10,0,497331.0,4794585.0,False,8.0,D,15,591.0,980.0
34,P.7,10,0,5,499229.0,4790323.0,False,7.0,P,15,687.0,1107.0
35,P.21,6,0,5,501721.0,4791088.0,False,21.0,P,14,523.0,1047.0
36,D.5,7,10,0,501014.0,4787874.0,False,5.0,D,7,436.0,812.0
37,P.4,9,0,20,503906.0,4794468.0,False,4.0,P,11,407.0,827.0
38,P.14,2,0,5,498673.0,4795376.0,False,14.0,P,8,421.0,841.0
39,D.3,6,5,0,502667.0,4792691.0,False,3.0,D,13,575.0,995.0
40,P.13,9,0,5,504058.0,4795238.0,False,13.0,P,7,493.0,1072.0
41,P.3,8,0,5,506490.0,4789488.0,False,3.0,P,9,458.0,878.0
42,D.19,6,5,0,502946.0,4792171.0,False,19.0,D,7,635.0,951.0
43,P.2,4,0,10,496473.0,4792856.0,False,2.0,P,11,494.0,1139.0
44,D.16,3,5,0,497038.0,4794342.0,False,16.0,D,9,788.0,993.0
45,P.11,8,0,10,506360.0,4790438.0,False,11.0,P,13,394.0,814.0
46,D.13,4,5,0,496257.0,4792579.0,False,13.0,D,11,637.0,1006.0
47,P.6,6,0,15,502201.0,4791449.0,False,6.0,P,6,460.0,880.0
48,D.20,1,5,0,500731.0,4793130.0,False,20.0,D,8,553.0,910.0
49,D.15,10,5,0,498973.0,4790007.0,False,15.0,D,13,694.0,1036.0
