id,addr,cluster,x,y,is_depot,service_time,tw_open,tw_close
0,0,0,499090.0,4792870.0,False,12,385.0,805.0
1,1.1,1,500241.0,4792956.0,False,6,620.0,1040.0
2,1.2,1,500731.0,4793130.0,False,9,499.0,919.0
3,1.3,1,500277.0,4793327.0,False,14,668.0,1088.0
4,1.4,1,499817.0,4793518.0,False,14,523.0,1102.0
5,1.5,1,500136.0,4793842.0,False,6,474.0,894.0
6,1.6,1,500408.0,4793723.0,False,7,388.0,808.0
7,1.7,1,500792.0,4793934.0,False,8,366.0,786.0
8,1.8,1,501039.0,4793705.0,False,14,590.0,1080.0
9,2.1,2,499115.0,4795417.0,False,13,483.0,1065.0
10,2.2,2,498881.0,4795695.0,False,7,512.0,932.0
11,2.3,2,498673.0,4795376.0,False,14,519.0,1008.0
12,2.4,2,498739.0,4795896.0,False,7,581.0,1001.0
13,2.5,2,498526.0,4795774.0,True,0,0.0,1439.0
14,2.6,2,498130.0,4795490.0,False,11,543.0,1063.0
15,2.7,2,498516.0,4796163.0,False,5,484.0,904.0
16,2.8,2,498272.0,4795868.0,False,8,550.0,1068.0
17,3.1,3,497553.0,4794221.0,False,8,533.0,972.0
18,3.2,3,497425.0,4794772.0,False,12,441.0,861.0
19,3.3,3,497331.0,4794585.0,False,7,372.0,792.0
20,3.4,3,497038.0,4794342.0,False,11,488.0,1052.0
21,3.5,3,497059.0,4794946.0,False,8,525.0,945.0
22,3.6,3,496882.0,4794721.0,False,15,533.0,953.0
23,3.7,3,496767.0,4795050.0,False,11,557.0,977.0
24,3.8,3,496478.0,4794738.0,False,10,617.0,1040.0
25,4.1,4,496661.0,4791462.0,False,5,557.0,977.0
26,4.2,4,496209.0,4793224.0,False,12,625.0,1099.0
27,4.3,4,496473.0,4792856.0,False,15,423.0,843.0
28,4.4,4,496257.0,4792579.0,False,5,576.0,996.0
29,4.5,4,494399.0,4793788.0,False,8,618.0,1038.0
30,4.6,4,494831.0,4793468.0,False,6,419.0,839.0
31,4.7,4,495318.0,4793183.0,False,10,389.0,809.0
32,4.8,4,495617.0,4792600.0,False,14,401.0,821.0
33,5.1,5,501836.0,4796229.0,False,9,486.0,952.0
34,5.2,5,501098.0,4796398.0,False,14,503.0,1064.0
35,5.3,5,500723.0,4795954.0,False,11,428.0,848.0
36,5.4,5,501359.0,4797029.0,False,5,457.0,877.0
37,5.5,5,500928.0,4796790.0,False,9,371.0,791.0
38,5.6,5,501164.0,4797910.0,False,11,625.0,1045.0
39,5.7,5,500545.0,4797095.0,False,5,632.0,1105.0
40,5.8,5,500068.0,4796818.0,False,9,443.0,863.0
41,6.1,6,501721.0,4791088.0,False,8,548.0,968.0
42,6.2,6,502201.0,4791449.0,False,5,466.0,886.0
43,6.3,6,502459.0,4790936.0,False,6,391.0,811.0
44,6.4,6,502667.0,4792691.0,False,12,575.0,995.0
45,6.5,6,502946.0,4792171.0,False,9,583.0,1003.0
46,6.6,6,503197.0,4791554.0,False,15,440.0,860.0
47,6.7,6,503350.0,4791977.0,False,5,429.0,849.0
48,6.8,6,503929.0,4790770.0,False,13,381.0,801.0
49,7.1,7,500889.0,4788353.0,False,11,593.0,1013.0
50,7.2,7,501014.0,4787874.0,False,13,400.0,820.0
51,7.3,7,500523.0,4787850.0,False,11,499.0,919.0
52,7.4,7,500293.0,4787645.0,False,6,396.0,816.0
53,7.5,7,500345.0,4787131.0,False,12,508.0,1008.0
54,7.6,7,499153.0,4787027.0,False,13,557.0,1004.0
55,7.7,7,499084.0,4786766.0,True,0,0.0,1439.0
56,7.8,7,499415.0,4786662.0,False,8,603.0,1103.0
57,8.1,8,506360.0,4790438.0,False,5,483.0,903.0
58,8.2,8,506490.0,4789488.0,False,9,484.0,904.0
59,8.3,8,506515.0,4788877.0,True,0,0.0,1439.0
60,8.4,8,505611.0,4790028.0,False,13,550.0,1112.0
61,8.5,8,505654.0,4788900.0,False,15,684.0,1135.0
62,8.6,8,505089.0,4790292.0,False,9,634.0,1054.0
63,8.7,8,505127.0,4789903.0,False,15,408.0,828.0
64,8.8,8,505034.0,4789160.0,False,9,539.0,1013.0
65,9.1,9,504476.0,4795786.0,False,9,595.0,1098.0
66,9.2,9,504483.0,4795356.0,True,0,0.0,1439.0
67,9.3,9,504358.0,4795037.0,False,10,538.0,958.0
68,9.4,9,503906.0,4794468.0,False,12,532.0,970.0
69,9.5,9,504058.0,4795238.0,False,10,494.0,914.0
70,9.6,9,503669.0,4794849.0,False,14,419.0,839.0
71,9.7,9,503846.0,4795755.0,False,11,363.0,783.0
72,9.8,9,503693.0,4795481.0,False,9,672.0,1136.0
73,10.1,10,499663.0,4790455.0,False,12,432.0,852.0
74,10.2,10,499588.0,4790334.0,False,12,487.0,907.0
75,10.3,10,499229.0,4790323.0,False,13,551.0,971.0
76,10.4,10,498971.0,4790157.0,False,14,667.0,1122.0
77,10.5,10,498973.0,4790007.0,False,13,586.0,1006.0
78,10.6,10,498602.0,4790280.0,False,6,421.0,841.0
79,10.7,10,498564.0,4790018.0,False,9,547.0,967.0
80,10.8,10,498475.0,4789858.0,False,15,638.0,1058.0
