order_id,node_id,order_type,quantity,goods
0,1,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
1,1,1,3,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
2,1,1,2,"[{""goods_type"": 1, ""weight"": 2}]"
3,2,0,10,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 3, ""weight"": 5}, {""goods_type"": 4, ""weight"": 2}]"
4,3,0,5,"[{""goods_type"": 3, ""weight"": 5}]"
5,3,1,3,"[{""goods_type"": 4, ""weight"": 3}]"
6,4,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
7,5,0,10,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 6}]"
8,5,1,5,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}]"
9,6,0,10,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 8}]"
10,7,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
11,7,1,2,"[{""goods_type"": 3, ""weight"": 2}]"
12,7,1,1,"[{""goods_type"": 2, ""weight"": 1}]"
13,8,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
14,8,0,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
15,9,0,10,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 4}, {""goods_type"": 1, ""weight"": 5}]"
16,9,1,5,"[{""goods_type"": 3, ""weight"": 5}]"
17,10,0,6,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 3}]"
18,10,0,4,"[{""goods_type"": 2, ""weight"": 4}]"
19,11,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
20,11,1,2,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
21,11,1,1,"[{""goods_type"": 4, ""weight"": 1}]"
22,12,0,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
23,13,0,10,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 8}, {""goods_type"": 2, ""weight"": 1}]"
24,13,1,5,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 4}]"
25,14,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
26,15,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
27,15,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
28,15,1,3,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
29,16,0,5,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
30,17,0,10,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 1, ""weight"": 7}, {""goods_type"": 3, ""weight"": 1}]"
31,17,1,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}]"
32,18,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
