id,addr,cluster,x,y,is_depot,service_time,tw_open,tw_close
0,0,0,499090.0,4792870.0,False,8,579.0,1077.0
1,1.1,1,500241.0,4792956.0,False,13,623.0,1059.0
2,1.2,1,500731.0,4793130.0,False,15,446.0,866.0
3,1.3,1,500277.0,4793327.0,False,9,399.0,819.0
4,1.4,1,499817.0,4793518.0,False,6,585.0,1050.0
5,1.5,1,500136.0,4793842.0,False,13,403.0,823.0
6,1.6,1,500408.0,4793723.0,False,11,515.0,1086.0
7,1.7,1,500792.0,4793934.0,False,8,372.0,792.0
8,1.8,1,501039.0,4793705.0,False,6,376.0,796.0
9,2.1,2,499115.0,4795417.0,False,13,563.0,1062.0
10,2.2,2,498881.0,4795695.0,False,15,550.0,970.0
11,2.3,2,498673.0,4795376.0,False,11,387.0,807.0
12,2.4,2,498739.0,4795896.0,False,9,531.0,951.0
13,2.5,2,498526.0,4795774.0,False,12,585.0,1005.0
14,2.6,2,498130.0,4795490.0,False,13,449.0,869.0
15,2.7,2,498516.0,4796163.0,False,5,473.0,893.0
16,2.8,2,498272.0,4795868.0,False,9,657.0,1094.0
17,3.1,3,497553.0,4794221.0,False,10,500.0,1137.0
18,3.2,3,497425.0,4794772.0,False,12,582.0,1051.0
19,3.3,3,497331.0,4794585.0,False,12,376.0,796.0
20,3.4,3,497038.0,4794342.0,False,5,393.0,813.0
21,3.5,3,497059.0,4794946.0,False,11,455.0,875.0
22,3.6,3,496882.0,4794721.0,False,15,496.0,916.0
23,3.7,3,496767.0,4795050.0,False,5,494.0,914.0
24,3.8,3,496478.0,4794738.0,False,9,506.0,944.0
25,4.1,4,496661.0,4791462.0,False,12,476.0,896.0
26,4.2,4,496209.0,4793224.0,False,15,512.0,932.0
27,4.3,4,496473.0,4792856.0,False,9,481.0,981.0
28,4.4,4,496257.0,4792579.0,False,15,537.0,1076.0
29,4.5,4,494399.0,4793788.0,True,0,0.0,1439.0
30,4.6,4,494831.0,4793468.0,False,6,493.0,955.0
31,4.7,4,495318.0,4793183.0,False,6,490.0,990.0
32,4.8,4,495617.0,4792600.0,False,14,457.0,877.0
33,5.1,5,501836.0,4796229.0,False,15,512.0,1082.0
34,5.2,5,501098.0,4796398.0,False,15,504.0,924.0
35,5.3,5,500723.0,4795954.0,False,8,365.0,785.0
36,5.4,5,501359.0,4797029.0,False,7,561.0,1125.0
37,5.5,5,500928.0,4796790.0,False,6,592.0,1046.0
38,5.6,5,501164.0,4797910.0,False,11,576.0,996.0
39,5.7,5,500545.0,4797095.0,False,13,363.0,783.0
40,5.8,5,500068.0,4796818.0,False,11,396.0,816.0
41,6.1,6,501721.0,4791088.0,False,14,494.0,1044.0
42,6.2,6,502201.0,4791449.0,False,15,586.0,1035.0
43,6.3,6,502459.0,4790936.0,False,11,470.0,890.0
44,6.4,6,502667.0,4792691.0,False,8,502.0,1085.0
45,6.5,6,502946.0,4792171.0,False,13,540.0,960.0
46,6.6,6,503197.0,4791554.0,False,8,504.0,1098.0
47,6.7,6,503350.0,4791977.0,False,10,556.0,1029.0
48,6.8,6,503929.0,4790770.0,False,11,486.0,1085.0
49,7.1,7,500889.0,4788353.0,False,14,511.0,1129.0
50,7.2,7,501014.0,4787874.0,False,6,383.0,803.0
51,7.3,7,500523.0,4787850.0,False,7,663.0,1107.0
52,7.4,7,500293.0,4787645.0,False,15,521.0,941.0
53,7.5,7,500345.0,4787131.0,True,0,0.0,1439.0
54,7.6,7,499153.0,4787027.0,False,12,537.0,1116.0
55,7.7,7,499084.0,4786766.0,False,8,368.0,788.0
56,7.8,7,499415.0,4786662.0,False,6,408.0,828.0
57,8.1,8,506360.0,4790438.0,False,14,443.0,863.0
58,8.2,8,506490.0,4789488.0,False,10,675.0,1139.0
59,8.3,8,506515.0,4788877.0,True,0,0.0,1439.0
60,8.4,8,505611.0,4790028.0,False,7,384.0,804.0
61,8.5,8,505654.0,4788900.0,False,15,626.0,1127.0
62,8.6,8,505089.0,4790292.0,False,11,471.0,891.0
63,8.7,8,505127.0,4789903.0,False,13,582.0,1002.0
64,8.8,8,505034.0,4789160.0,False,14,642.0,1062.0
65,9.1,9,504476.0,4795786.0,False,9,576.0,996.0
66,9.2,9,504483.0,4795356.0,False,8,619.0,1039.0
67,9.3,9,504358.0,4795037.0,True,0,0.0,1439.0
68,9.4,9,503906.0,4794468.0,False,15,550.0,1025.0
69,9.5,9,504058.0,4795238.0,False,13,450.0,870.0
70,9.6,9,503669.0,4794849.0,False,6,512.0,1062.0
71,9.7,9,503846.0,4795755.0,False,8,627.0,1124.0
72,9.8,9,503693.0,4795481.0,False,10,466.0,886.0
73,10.1,10,499663.0,4790455.0,False,8,491.0,911.0
74,10.2,10,499588.0,4790334.0,False,9,449.0,869.0
75,10.3,10,499229.0,4790323.0,False,14,522.0,984.0
76,10.4,10,498971.0,4790157.0,False,12,401.0,821.0
77,10.5,10,498973.0,4790007.0,False,8,587.0,1027.0
78,10.6,10,498602.0,4790280.0,False,10,628.0,1113.0
79,10.7,10,498564.0,4790018.0,False,13,465.0,885.0
80,10.8,10,498475.0,4789858.0,False,15,601.0,1021.0
