id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,tmp_oid,role,service_time,tw_open,tw_close
0,DEPOT.0,0,0,0,495617.0,4792600.0,True,,,0,0.0,1439.0
1,DEPOT.1,0,0,0,506515.0,4788877.0,True,,,0,0.0,1439.0
2,DEPOT.2,0,0,0,501164.0,4797910.0,True,,,0,0.0,1439.0
3,DEPOT.3,0,0,0,499415.0,4786662.0,True,,,0,0.0,1439.0
4,P.35,8,0,10,505127.0,4789903.0,False,35.0,P,11,692.0,1131.0
5,P.21,8,0,5,504608.0,4790038.0,False,21.0,P,8,590.0,1010.0
6,D.13,3,10,0,497425.0,4794772.0,False,13.0,D,15,605.0,1020.0
7,D.19,6,10,0,502201.0,4791449.0,False,19.0,D,12,486.0,831.0
8,P.31,6,0,10,502946.0,4792171.0,False,31.0,P,9,455.0,875.0
9,D.4,7,5,0,499153.0,4787027.0,False,4.0,D,11,633.0,1001.0
10,D.29,1,5,0,500408.0,4793723.0,False,29.0,D,14,649.0,1010.0
11,D.32,3,10,0,496478.0,4794738.0,False,32.0,D,7,622.0,1016.0
12,D.22,7,10,0,498167.0,4787117.0,False,22.0,D,11,646.0,922.0
13,D.33,3,5,0,497038.0,4794342.0,False,33.0,D,15,530.0,950.0
14,P.23,5,0,5,500928.0,4796790.0,False,23.0,P,15,388.0,808.0
15,D.25,5,5,0,501359.0,4797029.0,False,25.0,D,12,687.0,815.0
16,P.19,5,0,10,500013.0,4797383.0,False,19.0,P,9,372.0,792.0
17,P.22,6,0,10,502667.0,4792691.0,False,22.0,P,8,519.0,939.0
18,P.18,8,0,5,505089.0,4790292.0,False,18.0,P,12,494.0,1106.0
19,P.26,4,0,5,495318.0,4793183.0,False,26.0,P,12,524.0,966.0
20,D.27,5,5,0,500545.0,4797095.0,False,27.0,D,7,606.0,1022.0
21,D.5,3,10,0,496704.0,4795411.0,False,5.0,D,10,594.0,865.0
22,D.30,6,5,0,502459.0,4790936.0,False,30.0,D,9,557.0,1063.0
23,D.15,1,5,0,500136.0,4793842.0,False,15.0,D,6,631.0,845.0
24,D.7,3,5,0,496106.0,4794950.0,False,7.0,D,12,581.0,949.0
25,D.31,1,10,0,500792.0,4793934.0,False,31.0,D,10,510.0,824.0
26,D.8,2,15,0,498130.0,4795490.0,False,8.0,D,6,545.0,841.0
27,P.3,3,0,10,497331.0,4794585.0,False,3.0,P,9,493.0,913.0
28,P.34,7,0,15,500889.0,4788353.0,False,34.0,P,5,643.0,1063.0
29,P.33,5,0,5,501098.0,4796398.0,False,33.0,P,14,387.0,807.0
30,D.26,4,5,0,495477.0,4792337.0,False,26.0,D,10,550.0,887.0
31,D.20,5,15,0,500068.0,4796818.0,False,20.0,D,13,565.0,823.0
32,P.12,4,0,10,496661.0,4791462.0,False,12.0,P,5,615.0,1119.0
33,P.14,2,0,5,498673.0,4795376.0,False,14.0,P,15,642.0,1065.0
34,D.16,1,10,0,500277.0,4793327.0,False,16.0,D,15,642.0,1110.0
35,D.23,7,5,0,500293.0,4787645.0,False,23.0,D,14,555.0,907.0
36,D.6,7,10,0,499084.0,4786766.0,False,6.0,D,7,747.0,1127.0
37,D.28,5,10,0,500333.0,4797896.0,False,28.0,D,11,719.0,1010.0
38,P.13,4,0,10,494831.0,4793468.0,False,13.0,P,8,549.0,969.0
39,D.34,5,15,0,501836.0,4796229.0,False,34.0,D,13,780.0,1004.0
40,P.24,8,0,5,505034.0,4789160.0,False,24.0,P,7,520.0,1062.0
41,P.8,1,0,15,501039.0,4793705.0,False,8.0,P,9,480.0,900.0
42,P.4,5,0,5,500723.0,4795954.0,False,4.0,P,7,475.0,895.0
43,P.37,2,0,10,498881.0,4795695.0,False,37.0,P,11,592.0,1012.0
44,P.28,8,0,10,506360.0,4790438.0,False,28.0,P,9,551.0,1038.0
45,P.9,3,0,20,497059.0,4794946.0,False,9.0,P,13,491.0,1138.0
46,P.15,6,0,5,503197.0,4791554.0,False,15.0,P,11,557.0,977.0
47,D.9,4,20,0,494399.0,4793788.0,False,9.0,D,6,552.0,916.0
48,P.25,8,0,5,506490.0,4789488.0,False,25.0,P,8,527.0,1097.0
49,P.7,2,0,5,498516.0,4796163.0,False,7.0,P,13,524.0,944.0
50,D.36,2,10,0,498272.0,4795868.0,False,36.0,D,6,710.0,1004.0
51,D.1,1,5,0,500731.0,4793130.0,False,1.0,D,14,677.0,1086.0
52,D.3,1,10,0,500394.0,4794227.0,False,3.0,D,13,553.0,1013.0
53,D.17,8,5,0,505654.0,4788900.0,False,17.0,D,14,531.0,951.0
54,P.10,7,0,10,500523.0,4787850.0,False,10.0,P,9,511.0,931.0
55,D.10,4,10,0,496257.0,4792579.0,False,10.0,D,6,626.0,1094.0
56,D.24,1,5,0,500982.0,4794214.0,False,24.0,D,8,634.0,939.0
57,P.2,3,0,10,496767.0,4795050.0,False,2.0,P,11,455.0,875.0
58,D.18,7,5,0,500345.0,4787131.0,False,18.0,D,12,601.0,1012.0
59,P.27,1,0,5,499817.0,4793518.0,False,27.0,P,7,539.0,959.0
60,P.0,1,0,10,500241.0,4792956.0,False,0.0,P,5,472.0,892.0
61,P.6,2,0,10,498175.0,4796298.0,False,6.0,P,8,580.0,1097.0
62,D.14,3,5,0,496882.0,4794721.0,False,14.0,D,6,688.0,831.0
63,D.11,3,5,0,497553.0,4794221.0,False,11.0,D,12,645.0,1047.0
64,P.1,6,0,5,503998.0,4791707.0,False,1.0,P,8,610.0,1074.0
65,P.20,4,0,15,496209.0,4793224.0,False,20.0,P,6,472.0,892.0
66,P.5,6,0,10,503350.0,4791977.0,False,5.0,P,10,460.0,880.0
67,P.32,6,0,10,503929.0,4790770.0,False,32.0,P,10,472.0,892.0
68,P.30,2,0,5,498739.0,4795896.0,False,30.0,P,14,440.0,860.0
69,P.36,8,0,10,505611.0,4790028.0,False,36.0,P,8,546.0,966.0
70,D.12,8,10,0,504431.0,4789573.0,False,12.0,D,10,753.0,892.0
71,P.17,7,0,5,501014.0,4787874.0,False,17.0,P,6,361.0,781.0
72,D.35,6,10,0,504151.0,4791353.0,False,35.0,D,14,732.0,909.0
73,D.37,2,10,0,498526.0,4795774.0,False,37.0,D,6,609.0,999.0
74,P.16,6,0,10,501721.0,4791088.0,False,16.0,P,14,413.0,833.0
75,D.0,4,10,0,496473.0,4792856.0,False,0.0,D,8,539.0,1122.0
76,P.29,2,0,5,498015.0,4795931.0,False,29.0,P,12,583.0,1003.0
77,P.11,4,0,5,494886.0,4792830.0,False,11.0,P,11,584.0,1004.0
78,D.21,2,5,0,499115.0,4795417.0,False,21.0,D,13,726.0,905.0
79,D.2,7,10,0,497931.0,4787426.0,False,2.0,D,12,594.0,909.0
