order_id,node_id,order_type,quantity,goods
0,1,0,10,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 6}]"
1,1,1,5,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
2,2,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
3,2,0,4,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 3}]"
4,2,0,5,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 3, ""weight"": 2}]"
5,3,0,5,"[{""goods_type"": 2, ""weight"": 5}]"
6,3,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
7,4,0,5,"[{""goods_type"": 4, ""weight"": 4}, {""goods_type"": 2, ""weight"": 1}]"
8,5,0,10,"[{""goods_type"": 1, ""weight"": 9}, {""goods_type"": 1, ""weight"": 1}]"
9,5,1,5,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
10,6,0,3,"[{""goods_type"": 1, ""weight"": 3}]"
11,6,0,6,"[{""goods_type"": 4, ""weight"": 6}]"
12,6,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
13,8,0,5,"[{""goods_type"": 1, ""weight"": 3}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
14,9,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
15,9,0,9,"[{""goods_type"": 3, ""weight"": 9}]"
16,9,1,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 4, ""weight"": 2}]"
17,10,0,10,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 5}, {""goods_type"": 4, ""weight"": 4}]"
18,11,0,5,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
19,11,1,3,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
20,12,0,2,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
21,12,0,2,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
22,12,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
23,13,0,10,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 4, ""weight"": 3}, {""goods_type"": 3, ""weight"": 5}]"
24,13,1,4,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 4, ""weight"": 1}]"
25,13,1,1,"[{""goods_type"": 2, ""weight"": 1}]"
26,14,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
27,14,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 2}]"
28,14,0,2,"[{""goods_type"": 4, ""weight"": 2}]"
29,15,0,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 2, ""weight"": 2}]"
30,15,1,3,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 1}]"
31,16,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
32,17,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
33,17,1,3,"[{""goods_type"": 3, ""weight"": 3}]"
34,17,1,2,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
35,18,0,4,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 3}]"
36,18,0,6,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 3}]"
37,19,0,5,"[{""goods_type"": 4, ""weight"": 3}, {""goods_type"": 4, ""weight"": 2}]"
38,19,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
39,20,0,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}]"
40,21,0,10,"[{""goods_type"": 4, ""weight"": 9}, {""goods_type"": 2, ""weight"": 1}]"
41,21,1,5,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 3}]"
42,22,0,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}]"
43,22,0,7,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 1, ""weight"": 3}]"
44,23,0,5,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 3}, {""goods_type"": 4, ""weight"": 1}]"
45,23,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
46,24,0,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
47,24,0,2,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
48,25,0,10,"[{""goods_type"": 2, ""weight"": 8}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
49,25,1,5,"[{""goods_type"": 4, ""weight"": 5}]"
50,26,0,10,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 3, ""weight"": 7}]"
51,27,0,5,"[{""goods_type"": 4, ""weight"": 5}]"
52,27,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}]"
53,28,0,2,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
54,28,0,2,"[{""goods_type"": 3, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}]"
55,28,0,1,"[{""goods_type"": 3, ""weight"": 1}]"
56,29,0,10,"[{""goods_type"": 3, ""weight"": 4}, {""goods_type"": 1, ""weight"": 2}, {""goods_type"": 3, ""weight"": 4}]"
57,29,1,4,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 4, ""weight"": 2}]"
58,29,1,1,"[{""goods_type"": 4, ""weight"": 1}]"
59,30,0,10,"[{""goods_type"": 4, ""weight"": 10}]"
60,31,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 1, ""weight"": 3}]"
61,31,1,3,"[{""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 1}]"
62,32,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
63,32,0,4,"[{""goods_type"": 1, ""weight"": 4}]"
64,33,0,10,"[{""goods_type"": 2, ""weight"": 6}, {""goods_type"": 1, ""weight"": 4}]"
65,33,1,5,"[{""goods_type"": 3, ""weight"": 5}]"
66,34,0,2,"[{""goods_type"": 2, ""weight"": 2}]"
67,34,0,8,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 4, ""weight"": 1}, {""goods_type"": 3, ""weight"": 6}]"
68,36,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
69,36,0,1,"[{""goods_type"": 4, ""weight"": 1}]"
70,36,0,3,"[{""goods_type"": 1, ""weight"": 3}]"
71,37,0,10,"[{""goods_type"": 3, ""weight"": 3}, {""goods_type"": 2, ""weight"": 3}, {""goods_type"": 4, ""weight"": 4}]"
72,37,1,5,"[{""goods_type"": 2, ""weight"": 5}]"
73,38,0,7,"[{""goods_type"": 4, ""weight"": 7}]"
74,38,0,3,"[{""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
75,39,0,5,"[{""goods_type"": 2, ""weight"": 3}, {""goods_type"": 1, ""weight"": 2}]"
76,39,1,3,"[{""goods_type"": 4, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}]"
77,40,0,5,"[{""goods_type"": 1, ""weight"": 2}, {""goods_type"": 2, ""weight"": 3}]"
78,41,0,10,"[{""goods_type"": 4, ""weight"": 4}, {""goods_type"": 4, ""weight"": 6}]"
79,41,1,5,"[{""goods_type"": 1, ""weight"": 4}, {""goods_type"": 2, ""weight"": 1}]"
80,42,0,4,"[{""goods_type"": 3, ""weight"": 2}, {""goods_type"": 2, ""weight"": 2}]"
81,42,0,6,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 2}, {""goods_type"": 2, ""weight"": 3}]"
82,43,0,5,"[{""goods_type"": 1, ""weight"": 1}, {""goods_type"": 1, ""weight"": 1}, {""goods_type"": 2, ""weight"": 3}]"
83,43,1,3,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 2, ""weight"": 1}, {""goods_type"": 3, ""weight"": 1}]"
84,44,0,1,"[{""goods_type"": 1, ""weight"": 1}]"
85,44,0,4,"[{""goods_type"": 2, ""weight"": 1}, {""goods_type"": 4, ""weight"": 2}, {""goods_type"": 3, ""weight"": 1}]"
86,45,0,10,"[{""goods_type"": 2, ""weight"": 10}]"
