id,addr,cluster,x,y,is_depot,service_time,tw_open,tw_close
0,0,0,499090.0,4792870.0,False,11,592.0,1034.0
1,1.1,1,500241.0,4792956.0,False,15,578.0,998.0
2,1.2,1,500731.0,4793130.0,False,9,602.0,1022.0
3,1.3,1,500277.0,4793327.0,False,7,536.0,1052.0
4,1.4,1,499817.0,4793518.0,False,15,435.0,855.0
5,1.5,1,500136.0,4793842.0,False,6,611.0,1031.0
6,1.6,1,500408.0,4793723.0,False,5,505.0,1076.0
7,1.7,1,500792.0,4793934.0,True,0,0.0,1439.0
8,1.8,1,501039.0,4793705.0,False,13,622.0,1098.0
9,1.9,1,500982.0,4794214.0,False,12,662.0,1131.0
10,1.10,1,500394.0,4794227.0,False,11,569.0,1079.0
11,2.1,2,499115.0,4795417.0,False,13,499.0,1131.0
12,2.2,2,498881.0,4795695.0,False,9,601.0,1111.0
13,2.3,2,498673.0,4795376.0,False,5,451.0,871.0
14,2.4,2,498739.0,4795896.0,False,6,651.0,1130.0
15,2.5,2,498526.0,4795774.0,False,8,363.0,783.0
16,2.6,2,498130.0,4795490.0,False,12,449.0,869.0
17,2.7,2,498516.0,4796163.0,False,13,616.0,1135.0
18,2.8,2,498272.0,4795868.0,False,11,582.0,1039.0
19,2.9,2,498175.0,4796298.0,False,7,570.0,990.0
20,2.10,2,498015.0,4795931.0,False,12,459.0,879.0
21,3.1,3,497553.0,4794221.0,False,5,531.0,951.0
22,3.2,3,497425.0,4794772.0,False,5,551.0,971.0
23,3.3,3,497331.0,4794585.0,False,13,371.0,791.0
24,3.4,3,497038.0,4794342.0,False,11,626.0,1046.0
25,3.5,3,497059.0,4794946.0,False,5,543.0,963.0
26,3.6,3,496882.0,4794721.0,False,12,504.0,924.0
27,3.7,3,496767.0,4795050.0,False,8,509.0,1065.0
28,3.8,3,496478.0,4794738.0,False,8,360.0,780.0
29,3.9,3,496704.0,4795411.0,False,7,474.0,894.0
30,3.10,3,496106.0,4794950.0,False,15,481.0,1130.0
31,4.1,4,496661.0,4791462.0,False,6,422.0,842.0
32,4.2,4,496209.0,4793224.0,False,7,618.0,1098.0
33,4.3,4,496473.0,4792856.0,False,10,588.0,1055.0
34,4.4,4,496257.0,4792579.0,False,5,503.0,923.0
35,4.5,4,494399.0,4793788.0,True,0,0.0,1439.0
36,4.6,4,494831.0,4793468.0,False,15,549.0,1055.0
37,4.7,4,495318.0,4793183.0,False,6,673.0,1093.0
38,4.8,4,495617.0,4792600.0,False,11,463.0,883.0
39,4.9,4,495477.0,4792337.0,False,10,466.0,886.0
40,4.10,4,494886.0,4792830.0,False,10,528.0,948.0
41,5.1,5,501836.0,4796229.0,False,8,457.0,877.0
42,5.2,5,501098.0,4796398.0,False,11,627.0,1047.0
43,5.3,5,500723.0,4795954.0,False,8,573.0,1072.0
44,5.4,5,501359.0,4797029.0,False,6,425.0,845.0
45,5.5,5,500928.0,4796790.0,False,5,441.0,861.0
46,5.6,5,501164.0,4797910.0,False,8,405.0,825.0
47,5.7,5,500545.0,4797095.0,False,8,602.0,1022.0
48,5.8,5,500068.0,4796818.0,False,7,700.0,1120.0
49,5.9,5,500333.0,4797896.0,False,12,550.0,1029.0
50,5.10,5,500013.0,4797383.0,False,9,507.0,927.0
51,6.1,6,501721.0,4791088.0,False,12,563.0,1056.0
52,6.2,6,502201.0,4791449.0,False,5,577.0,1103.0
53,6.3,6,502459.0,4790936.0,False,7,620.0,1040.0
54,6.4,6,502667.0,4792691.0,False,8,381.0,801.0
55,6.5,6,502946.0,4792171.0,False,15,397.0,817.0
56,6.6,6,503197.0,4791554.0,False,10,490.0,1108.0
57,6.7,6,503350.0,4791977.0,False,13,547.0,1093.0
58,6.8,6,503929.0,4790770.0,False,6,525.0,945.0
59,6.9,6,503998.0,4791707.0,False,9,504.0,924.0
60,6.10,6,504151.0,4791353.0,False,10,453.0,873.0
61,7.1,7,500889.0,4788353.0,False,10,626.0,1097.0
62,7.2,7,501014.0,4787874.0,False,8,570.0,990.0
63,7.3,7,500523.0,4787850.0,False,8,521.0,965.0
64,7.4,7,500293.0,4787645.0,False,15,495.0,915.0
65,7.5,7,500345.0,4787131.0,False,10,520.0,940.0
66,7.6,7,499153.0,4787027.0,False,6,436.0,856.0
67,7.7,7,499084.0,4786766.0,False,15,554.0,1132.0
68,7.8,7,499415.0,4786662.0,True,0,0.0,1439.0
69,7.9,7,497931.0,4787426.0,False,11,430.0,850.0
70,7.10,7,498167.0,4787117.0,False,7,487.0,907.0
71,8.1,8,506360.0,4790438.0,False,14,373.0,793.0
72,8.2,8,506490.0,4789488.0,False,8,496.0,941.0
73,8.3,8,506515.0,4788877.0,True,0,0.0,1439.0
74,8.4,8,505611.0,4790028.0,False,11,383.0,803.0
75,8.5,8,505654.0,4788900.0,False,8,682.0,1102.0
76,8.6,8,505089.0,4790292.0,False,5,589.0,1009.0
77,8.7,8,505127.0,4789903.0,False,5,540.0,960.0
78,8.8,8,505034.0,4789160.0,False,12,654.0,1074.0
79,8.9,8,504608.0,4790038.0,False,12,533.0,1084.0
80,8.10,8,504431.0,4789573.0,False,8,659.0,1081.0
81,9.1,9,504476.0,4795786.0,False,8,490.0,1111.0
82,9.2,9,504483.0,4795356.0,False,14,522.0,1020.0
83,9.3,9,504358.0,4795037.0,False,6,573.0,993.0
84,9.4,9,503906.0,4794468.0,False,14,700.0,1120.0
85,9.5,9,504058.0,4795238.0,False,11,504.0,924.0
86,9.6,9,503669.0,4794849.0,False,9,445.0,865.0
87,9.7,9,503846.0,4795755.0,False,12,554.0,974.0
88,9.8,9,503693.0,4795481.0,False,6,517.0,937.0
89,9.9,9,503540.0,4795033.0,False,10,675.0,1123.0
90,9.10,9,503436.0,4794572.0,False,14,464.0,884.0
91,10.1,10,499663.0,4790455.0,False,12,399.0,819.0
92,10.2,10,499588.0,4790334.0,False,12,394.0,814.0
93,10.3,10,499229.0,4790323.0,False,6,458.0,878.0
94,10.4,10,498971.0,4790157.0,False,10,555.0,1068.0
95,10.5,10,498973.0,4790007.0,False,14,608.0,1034.0
96,10.6,10,498602.0,4790280.0,False,8,549.0,1107.0
97,10.7,10,498564.0,4790018.0,False,5,400.0,820.0
98,10.8,10,498475.0,4789858.0,False,5,503.0,923.0
99,10.9,10,498346.0,4790124.0,False,7,483.0,967.0
100,10.10,10,498127.0,4790145.0,False,6,557.0,977.0
