id,addr,cluster,x,y,is_depot,service_time,tw_open,tw_close
0,0,0,499090.0,4792870.0,False,15,380.0,800.0
1,1.6,1,500408.0,4793723.0,False,15,519.0,1121.0
2,1.7,1,500792.0,4793934.0,False,14,632.0,1052.0
3,1.8,1,501039.0,4793705.0,False,10,377.0,797.0
4,1.9,1,500982.0,4794214.0,False,6,534.0,1050.0
5,1.10,1,500394.0,4794227.0,False,13,549.0,1082.0
6,2.6,2,498130.0,4795490.0,False,6,492.0,912.0
7,2.7,2,498516.0,4796163.0,False,7,483.0,903.0
8,2.8,2,498272.0,4795868.0,False,11,539.0,959.0
9,2.9,2,498175.0,4796298.0,False,9,515.0,935.0
10,2.10,2,498015.0,4795931.0,False,8,662.0,1131.0
11,3.6,3,496882.0,4794721.0,False,14,577.0,997.0
12,3.7,3,496767.0,4795050.0,False,11,487.0,930.0
13,3.8,3,496478.0,4794738.0,False,6,502.0,922.0
14,3.9,3,496704.0,4795411.0,False,7,458.0,878.0
15,3.10,3,496106.0,4794950.0,True,0,0.0,1439.0
16,4.6,4,494831.0,4793468.0,False,5,375.0,795.0
17,4.7,4,495318.0,4793183.0,False,13,501.0,1098.0
18,4.8,4,495617.0,4792600.0,False,14,615.0,1035.0
19,4.9,4,495477.0,4792337.0,False,7,423.0,843.0
20,4.10,4,494886.0,4792830.0,False,10,657.0,1077.0
21,5.6,5,501164.0,4797910.0,True,0,0.0,1439.0
22,5.7,5,500545.0,4797095.0,False,8,531.0,951.0
23,5.8,5,500068.0,4796818.0,False,9,555.0,975.0
24,5.9,5,500333.0,4797896.0,False,7,498.0,951.0
25,5.10,5,500013.0,4797383.0,False,13,445.0,865.0
26,6.6,6,503197.0,4791554.0,False,8,569.0,1075.0
27,6.7,6,503350.0,4791977.0,False,15,607.0,1052.0
28,6.8,6,503929.0,4790770.0,False,13,678.0,1098.0
29,6.9,6,503998.0,4791707.0,False,15,460.0,880.0
30,6.10,6,504151.0,4791353.0,False,8,500.0,1111.0
31,7.6,7,499153.0,4787027.0,False,5,531.0,951.0
32,7.7,7,499084.0,4786766.0,False,8,497.0,1069.0
33,7.8,7,499415.0,4786662.0,False,12,553.0,973.0
34,7.9,7,497931.0,4787426.0,False,7,502.0,1037.0
35,7.10,7,498167.0,4787117.0,False,8,568.0,988.0
36,8.6,8,505089.0,4790292.0,False,10,493.0,1069.0
37,8.7,8,505127.0,4789903.0,True,0,0.0,1439.0
38,8.8,8,505034.0,4789160.0,False,14,374.0,794.0
39,8.9,8,504608.0,4790038.0,False,14,690.0,1110.0
40,8.10,8,504431.0,4789573.0,False,15,446.0,866.0
41,9.6,9,503669.0,4794849.0,False,7,624.0,1065.0
42,9.7,9,503846.0,4795755.0,False,12,659.0,1079.0
43,9.8,9,503693.0,4795481.0,False,14,542.0,1027.0
44,9.9,9,503540.0,4795033.0,False,5,369.0,789.0
45,9.10,9,503436.0,4794572.0,False,9,537.0,957.0
46,10.6,10,498602.0,4790280.0,False,15,363.0,783.0
47,10.7,10,498564.0,4790018.0,False,6,552.0,972.0
48,10.8,10,498475.0,4789858.0,False,11,582.0,1002.0
49,10.9,10,498346.0,4790124.0,True,0,0.0,1439.0
50,10.10,10,498127.0,4790145.0,False,12,480.0,1121.0
