id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,tmp_oid,role,service_time,tw_open,tw_close
0,DEPOT.0,0,0,0,498015.0,4795931.0,True,,,0,,
1,DEPOT.1,0,0,0,505034.0,4789160.0,True,,,0,,
2,DEPOT.2,0,0,0,497931.0,4787426.0,True,,,0,,
3,DEPOT.3,0,0,0,503846.0,4795755.0,True,,,0,,
4,P.15,1,0,10,500394.0,4794227.0,False,15.0,P,10,628.0,1188.0
5,P.20,1,0,5,500792.0,4793934.0,False,20.0,P,8,390.0,810.0
6,D.14,10,5,0,498127.0,4790145.0,False,14.0,D,5,596.0,797.0
7,P.3,4,0,15,494886.0,4792830.0,False,3.0,P,5,517.0,937.0
8,D.19,5,10,0,500333.0,4797896.0,False,19.0,D,10,650.0,1070.0
9,P.0,10,0,10,498346.0,4790124.0,False,0.0,P,8,403.0,823.0
10,D.12,8,5,0,504431.0,4789573.0,False,12.0,D,5,494.0,1018.0
11,D.4,4,5,0,495617.0,4792600.0,False,4.0,D,15,704.0,985.0
12,P.12,8,0,5,504608.0,4790038.0,False,12.0,P,12,401.0,821.0
13,P.19,5,0,10,500545.0,4797095.0,False,19.0,P,12,560.0,980.0
14,P.11,4,0,10,495318.0,4793183.0,False,11.0,P,7,716.0,1136.0
15,P.21,9,0,10,503436.0,4794572.0,False,21.0,P,14,465.0,885.0
16,D.7,3,5,0,496106.0,4794950.0,False,7.0,D,12,585.0,827.0
17,P.7,6,0,5,503998.0,4791707.0,False,7.0,P,14,429.0,849.0
18,P.5,5,0,5,500013.0,4797383.0,False,5.0,P,8,482.0,902.0
19,D.3,6,15,0,503929.0,4790770.0,False,3.0,D,10,676.0,849.0
20,D.10,2,15,0,498272.0,4795868.0,False,10.0,D,14,694.0,824.0
21,D.13,2,5,0,498175.0,4796298.0,False,13.0,D,13,645.0,1065.0
22,D.8,10,10,0,498564.0,4790018.0,False,8.0,D,13,516.0,1114.0
23,D.15,3,10,0,496704.0,4795411.0,False,15.0,D,7,702.0,1032.0
24,D.18,1,10,0,500408.0,4793723.0,False,18.0,D,14,711.0,1149.0
25,D.1,2,10,0,498130.0,4795490.0,False,1.0,D,12,679.0,1160.0
26,P.2,3,0,5,496478.0,4794738.0,False,2.0,P,7,483.0,1016.0
27,P.4,9,0,5,503693.0,4795481.0,False,4.0,P,13,549.0,969.0
28,P.1,7,0,10,499084.0,4786766.0,False,1.0,P,11,522.0,942.0
29,P.6,2,0,5,498516.0,4796163.0,False,6.0,P,13,541.0,961.0
30,P.10,8,0,15,505089.0,4790292.0,False,10.0,P,15,533.0,953.0
31,D.6,6,5,0,504151.0,4791353.0,False,6.0,D,7,677.0,1054.0
32,P.13,6,0,5,503197.0,4791554.0,False,13.0,P,6,447.0,867.0
33,D.5,4,5,0,494831.0,4793468.0,False,5.0,D,13,598.0,818.0
34,D.9,3,10,0,496767.0,4795050.0,False,9.0,D,12,753.0,1010.0
35,D.17,9,10,0,503540.0,4795033.0,False,17.0,D,10,675.0,970.0
36,D.22,10,15,0,498602.0,4790280.0,False,22.0,D,7,647.0,1161.0
37,P.16,4,0,20,495477.0,4792337.0,False,16.0,P,9,573.0,993.0
38,P.18,3,0,10,496882.0,4794721.0,False,18.0,P,5,645.0,1065.0
39,P.17,1,0,10,501039.0,4793705.0,False,17.0,P,12,616.0,1098.0
40,D.21,7,10,0,499153.0,4787027.0,False,21.0,D,12,635.0,1104.0
41,P.14,6,0,5,503350.0,4791977.0,False,14.0,P,15,489.0,1046.0
42,D.20,1,5,0,500982.0,4794214.0,False,20.0,D,15,403.0,818.0
43,D.2,5,5,0,501164.0,4797910.0,False,2.0,D,7,584.0,913.0
44,D.0,9,10,0,503669.0,4794849.0,False,0.0,D,9,589.0,1181.0
45,D.11,7,10,0,499415.0,4786662.0,False,11.0,D,7,851.0,1116.0
46,P.22,5,0,15,500068.0,4796818.0,False,22.0,P,10,515.0,1017.0
47,D.16,10,20,0,498475.0,4789858.0,False,16.0,D,5,677.0,1097.0
48,P.9,8,0,10,505127.0,4789903.0,False,9.0,P,13,577.0,997.0
49,P.8,7,0,10,498167.0,4787117.0,False,8.0,P,15,385.0,805.0
