id,addr,cluster,demand_delivery,demand_pickup,x,y,is_depot,tmp_oid,role,service_time,tw_open,tw_close
0,DEPOT.0,0,0,0,497425.0,4794772.0,True,,,0,0.0,1439.0
1,DEPOT.1,0,0,0,506515.0,4788877.0,True,,,0,0.0,1439.0
2,DEPOT.2,0,0,0,499084.0,4786766.0,True,,,0,0.0,1439.0
3,DEPOT.3,0,0,0,504476.0,4795786.0,True,,,0,0.0,1439.0
4,P.16,8,0,10,505034.0,4789160.0,False,16.0,P,11,642.0,1138.0
5,D.6,6,10,0,502459.0,4790936.0,False,6.0,D,8,585.0,977.0
6,P.13,6,0,5,503929.0,4790770.0,False,13.0,P,15,496.0,916.0
7,P.25,7,0,15,500889.0,4788353.0,False,25.0,P,12,484.0,1097.0
8,D.46,2,10,0,498673.0,4795376.0,False,46.0,D,9,720.0,944.0
9,D.29,1,15,0,500136.0,4793842.0,False,29.0,D,11,584.0,1004.0
10,P.10,1,0,10,500731.0,4793130.0,False,10.0,P,14,520.0,1086.0
11,D.23,9,10,0,504358.0,4795037.0,False,23.0,D,7,507.0,1013.0
12,D.24,4,15,0,496209.0,4793224.0,False,24.0,D,11,697.0,951.0
13,P.47,9,0,5,503693.0,4795481.0,False,47.0,P,15,511.0,931.0
14,D.20,4,5,0,494831.0,4793468.0,False,20.0,D,15,707.0,1094.0
15,P.1,4,0,10,495318.0,4793183.0,False,1.0,P,12,491.0,939.0
16,D.47,1,5,0,500277.0,4793327.0,False,47.0,D,9,593.0,875.0
17,P.21,3,0,15,497059.0,4794946.0,False,21.0,P,8,512.0,1012.0
18,D.1,9,10,0,504058.0,4795238.0,False,1.0,D,12,652.0,959.0
19,D.14,7,5,0,498167.0,4787117.0,False,14.0,D,12,671.0,892.0
20,D.25,4,15,0,496473.0,4792856.0,False,25.0,D,7,601.0,1097.0
21,D.12,4,10,0,495477.0,4792337.0,False,12.0,D,10,645.0,831.0
22,D.42,2,10,0,498739.0,4795896.0,False,42.0,D,9,707.0,1047.0
23,P.46,8,0,10,504431.0,4789573.0,False,46.0,P,6,578.0,1074.0
24,D.13,7,5,0,497931.0,4787426.0,False,13.0,D,12,625.0,892.0
25,D.2,5,10,0,500013.0,4797383.0,False,2.0,D,10,549.0,880.0
26,D.8,1,10,0,500792.0,4793934.0,False,8.0,D,6,557.0,892.0
27,D.4,8,5,0,504608.0,4790038.0,False,4.0,D,9,685.0,860.0
28,D.28,7,15,0,499153.0,4787027.0,False,28.0,D,5,544.0,966.0
29,P.0,5,0,10,501164.0,4797910.0,False,0.0,P,14,472.0,892.0
30,P.26,10,0,5,498602.0,4790280.0,False,26.0,P,10,361.0,781.0
31,P.20,8,0,5,506490.0,4789488.0,False,20.0,P,13,489.0,909.0
32,D.33,6,5,0,504151.0,4791353.0,False,33.0,D,5,700.0,999.0
33,P.30,6,0,10,503350.0,4791977.0,False,30.0,P,15,413.0,833.0
34,D.11,9,10,0,503846.0,4795755.0,False,11.0,D,15,666.0,1122.0
35,D.9,5,10,0,501098.0,4796398.0,False,9.0,D,14,793.0,1003.0
